微博内容,发布者名称,发布时间以及设备,发布者主页
#拼多多回应六万人砍价不成功#pdd最垃圾没有之一2杭州​,Espero1995,1分钟前 来自iPhone客户端,https://weibo.com/5370061671?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#拼多多这种垃圾软件为什么不封杀​,心若在卿,1分钟前 来自HUAWEIP30,https://weibo.com/2415971590?refer_flag=1001030103_
跳绳25分钟今天是各种开心好幸福🥳应该还是跟不上班有点关系，晚上还做了炖牛肉。邻居把房子卖出去了，新房主最近在装修，把房子很多墙砸了，变成砖墙那种大装修，你拥有的并且不想要的，有可能是别人刚得到的宝贝。慢慢来吧，都会好的。一直在漩涡里挣扎不如享受生活。拼多多的花便宜了。​展开c,打鱼少女lucky,1分钟前 来自iPhone客户端,https://weibo.com/5458944840?refer_flag=1001030103_
我参与了@新浪科技发起的投票【你在拼多多砍价成功过吗？】，我投给了“成功过”这个选项，你也快来表态吧~,莹子宝儿,1分钟前 来自iQOONeo3生而为赢,https://weibo.com/5156232127?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#麻了​,停课和蔡徐坤我都要,1分钟前 来自彩困的Android,https://weibo.com/7444094540?refer_flag=1001030103_
//@午后狂睡:笑出声…估计拼多多要说我们回应的重点是没有6万人参与砍单，而不是别的，建议主播每天随机抽取一个水友的号直播砍嘛，今日你帮我，明日我帮你，只要坚持下来，每个水友都能砍下来，这样大家都开心，拼多多也会很开心的。,用音叉的響Mk-II,1分钟前 来自iPhone客户端,https://weibo.com/7091230639?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#都是假的​,钟爱白桔梗-,1分钟前 来自OPPO智能手机,https://weibo.com/6482360916?refer_flag=1001030103_
#饿了么助力#0.55出拼多多，有2​,巧克力味的沙拉,1分钟前 来自iPhone客户端,https://weibo.com/2685191714?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#套路罢了​,UUde瓶子,1分钟前 来自尤靖的Android,https://weibo.com/5890109157?refer_flag=1001030103_
#大学生校企工厂实习三请病假遭拒死亡#人命好不如拼多多有看头,603号居民,1分钟前 来自iPhone客户端,https://weibo.com/6066071299?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#笑死，根本不可能成功​,卷鹅的烤羊腿yu,1分钟前 来自OPPO智能手机,https://weibo.com/7519469503?refer_flag=1001030103_
@拼多多还嘴硬不？,琴诗剑,1分钟前 来自K30至尊纪念版,https://weibo.com/5142134990?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#玩直播的朋友都来砍一砍。嘴硬啊。​,HeyQAQKONG,1分钟前 来自HUAWEIP50Pro,https://weibo.com/7258346063?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#试过几次从未成功过还好早就卸载这个坑人APP了​,·Edinburgh_RC,1分钟前 来自长意宝贝Android,https://weibo.com/6345541801?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#@颖虫是一直可以热爱的你怎么砍成功的​,祉禹盛夏,1分钟前 来自穆恩小宝Android,https://weibo.com/7545288998?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#等了那么久的回应，结果就这，大大方方补上就行了，还非得说人家不实​,啵啵的媳妇儿帅帅,1分钟前 来自RedmiK40Pro,https://weibo.com/5888887167?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#看个热闹​,稻草在回忆,1分钟前 来自iPhone客户端,https://weibo.com/2549391571?refer_flag=1001030103_
这南瓜🎃画的好笑死//@加州真的不下雨吗:送给拼多多评论配图,-PGaZn,1分钟前 来自nova6自拍大不一样,https://weibo.com/3238748443?refer_flag=1001030103_
是的吼//@akuroL:央视:本节目由拼多多独家赞助//@句子备忘录:就是说，315为什么没有曝光这个，是由于资本吗,李林懒,1分钟前 来自HarmonyOS设备,https://weibo.com/3168312152?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#从来不参加这种砍价所以也不懂得其中的乐趣​,几苇渡,1分钟前,https://weibo.com/1191867367?refer_flag=1001030103_
商品评价海报O网页链接acneT恤#如何看待六万人拼多多砍价不成功#​,阿牛牛牛牛牛牛仔,1分钟前 来自贫穷的iPhone客户端,https://weibo.com/7091257467?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#没砍成功过倒是见有极个别人成功过​,灯火靠满江边,1分钟前 来自宋亚轩的小海螺,https://weibo.com/5227773868?refer_flag=1001030103_
#如何看待六万人拼多多砍价不成功#​,捂捂我小肚子,1分钟前 来自iPhone客户端,https://weibo.com/6581516069?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#害，算了吧，拼多多拼再多也不行​,VvvVvV的小树杈,1分钟前 来自BKPP♡SZDHarmonyOS设备,https://weibo.com/7190552803?refer_flag=1001030103_
#如何看待六万人拼多多砍价不成功#【#为领拼多多100元发200元红包助力仍失败#：不断套路，一气之下卸载】今年跨年夜，西安的小陈参与了@拼多多的跨年红包活动，当时看到提现还差0.6%就可以成功了，他就给自己的亲戚朋友群发红包邀请助力，可是总是以后差一点点，越到后面领到的钻石越小。无论她邀请多​展开c,微观大秦,1分钟前 来自西安发布超话,https://weibo.com/5711338701?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#我被你欺骗了好多次​,王俊凯今天去掉前缀了吗,1分钟前 来自恭喜发财Android,https://weibo.com/5676964897?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#反正我是从来没成功过​,英俊的luo37,1分钟前 来自小米11,https://weibo.com/5839944338?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#要是每个大主播都直播砍pdd每天送粉丝的礼物都从拼多多砍来，会不会形成一种新的直播圈文化呢？拼多多你敢玩嘛既然都打着让大家薅羊毛的噱头来营销自己了不是嘛​,全非洲最帅的男人,1分钟前 来自iPhone客户端,https://weibo.com/5146118272?refer_flag=1001030103_
助力需要淘特，可回拼多多…​,星晴SDF,1分钟前 来自助力超话,https://weibo.com/6196415185?refer_flag=1001030103_
//@日月星河sky:拼多多这是发现事情闹大了，当晚给主播发了个券，然后说没砍成不实？,小楼又TM东风,1分钟前 来自iPhone客户端,https://weibo.com/1977079207?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#砍价成功还是送优惠券，有点乱啊​,我单身82650,1分钟前 来自Android,https://weibo.com/6549540005?refer_flag=1001030103_
//@缇努琳://@寒初-三荇两江半边字://@南风宜晴日:资本的本质是剥削//@甜家一颗大白菜:笑死//@马草剁手也要日图:拼多多回应的把人当白痴//@飞天小娱警:黑色幽默//@夏目家的小诗哥:六万人都拔不出铁公鸡一根毛//@朝阳区失业小赵:6万人铜锣湾都能砍下来，砍不下来一个手机,orangekitty,1分钟前 来自荣耀V10我AI的快,https://weibo.com/1212003032?refer_flag=1001030103_
最新热榜：拼多多回应六万人砍价不成功财经热点：市场消息：黎巴嫩总理在电话中与科威特外长讨论了黎巴嫩和海湾关系恢复正常的措施。...O网页链接​,微财讯天天涨停,2分钟前 来自微财讯APP,https://weibo.com/5517531165?refer_flag=1001030103_
拼多多啥时候凉凉？？？​,洛家的师小姐,2分钟前 来自iPhone客户端,https://weibo.com/5129960064?refer_flag=1001030103_
#如何看待六万人拼多多砍价不成功#19.2元f日常便利贴卡通形象丸子的生活留言记事贴备忘录组合便签本小本子君诚便利贴-去郊游f日常便利贴卡通形象丸子的生活留言记事贴备忘录组合便签本小本子君诚便利贴-去郊游​,郑州文博城,2分钟前 来自微博weibo.com,https://weibo.com/5518715803?refer_flag=1001030103_
#如何看待六万人拼多多砍价不成功#19.2元f日常便利贴卡通形象丸子的生活留言记事贴备忘录组合便签本小本子君诚便利贴-去郊游f日常便利贴卡通形象丸子的生活留言记事贴备忘录组合便签本小本子君诚便利贴-去郊游​,招财猫QAQ,2分钟前 来自微博weibo.com,https://weibo.com/5518711630?refer_flag=1001030103_
#如何看待六万人拼多多砍价不成功#19.2元f日常便利贴卡通形象丸子的生活留言记事贴备忘录组合便签本小本子君诚便利贴-去郊游f日常便利贴卡通形象丸子的生活留言记事贴备忘录组合便签本小本子君诚便利贴-去郊游​,华人科技,2分钟前 来自微博weibo.com,https://weibo.com/3021371151?refer_flag=1001030103_
拼多多下头,Yixuanya_,2分钟前 来自iPhone客户端,https://weibo.com/7099423508?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#洛必达就图一乐真极限还得看拼多多​不要抱有幻想都是套路套麻了​,Dear若瑶,2分钟前 来自OPPOReno5Pro5G,https://weibo.com/5702017279?refer_flag=1001030103_
好耶//@Vetrax嚣张卫视:Goodidea//@午后狂睡:笑出声…估计拼多多要说我们回应的重点是没有6万人参与砍单，而不是别的，建议主播每天随机抽取一个水友的号直播砍嘛，今日你帮我，明日我帮你，只要坚持下来，每个水友都能砍下来，这样大家都开心，拼多多也会很开心的。,取我键来,2分钟前 来自RedmiK30Pro真旗舰,https://weibo.com/5661029476?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#？？？？？？？？？？​,金丝楠梦,2分钟前 来自小米11,https://weibo.com/7340134870?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#满满的套路。真的是把用户当傻子​,你读我名字干嘛,2分钟前 来自HUAWEIP40Pro5G,https://weibo.com/3220042275?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#蹭蹭​,马尔济斯不爱吃鱼,2分钟前 来自朴总HarmonyOS设备,https://weibo.com/7373444894?refer_flag=1001030103_
拼多多是真的垃圾！！！10块以下的东西可以买，超过10块就算了吧。至于拉人领钱，免单这些活动，懂得都懂，玩不起就别玩，真NM的垃圾！,晴转多云转雨转晴,2分钟前 来自微博国际版,https://weibo.com/2858072870?refer_flag=1001030103_
@拼多多,张掌柜的时间抽屉,2分钟前 来自iPhoneXS,https://weibo.com/5677063201?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#那个100元至今没领到过​,CXKYUN,2分钟前 来自快转拉黑的Android,https://weibo.com/7549514884?refer_flag=1001030103_
自嗨锅自嗨锅需要互助互点的有吗？太南了今天很多没点过，拼多多次数都在诚信互回​,此_站,2分钟前 来自自嗨锅超话,https://weibo.com/5175412267?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#我朋友前两天花了150找人助力结果那人是个骗子没成功就算了还倒贴了150哈哈哈哈哈哈哈哈哈哈哈我笑了好久为什么笑因为ta是我的怨种闺蜜​,小婉温柔予文,2分钟前 来自刘耀文送的HarmonyOS设备,https://weibo.com/7640918543?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#已经卸载了，把它埋了2吉林市​,喜欢走盲人线的猫,2分钟前 来自心想事成iPhone13Pro,https://weibo.com/2010502397?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#就没人能治治这个流氓平台吗​,xpeim,2分钟前 来自iPhone客户端,https://weibo.com/5647434158?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#就没成功过​,蔚蓝大海和星空下,2分钟前 来自iPhone客户端,https://weibo.com/6689422639?refer_flag=1001030103_
互助拼多多，互点​​​,喜柠饼,2分钟前 来自iPhone客户端,https://weibo.com/5320052135?refer_flag=1001030103_
哈哈哈哈//@攒钱买个火柴炮:拼多多还嘴硬不？,TheParadiseEdition,2分钟前 来自iPhone客户端,https://weibo.com/7323743114?refer_flag=1001030103_
//@午后狂睡:笑出声…估计拼多多要说我们回应的重点是没有6万人参与砍单，而不是别的，建议主播每天随机抽取一个水友的号直播砍嘛，今日你帮我，明日我帮你，只要坚持下来，每个水友都能砍下来，这样大家都开心，拼多多也会很开心的。,潋滟白波,2分钟前 来自HUAWEIMate20Pro,https://weibo.com/5590027233?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#看了全程的录播笑翻了，如果现实中去讨饭碰到这么多人，估计奔驰都能讨辆回家了！真TMD要一直砍一直砍，如果不暂停的话，亚马逊的森林都被这批人砍完了这手机也难砍到。​,用一生时间奔向你,2分钟前 来自iPhone12Pro,https://weibo.com/2566930601?refer_flag=1001030103_
#拼多多臭不要脸#​,用户6799095877,2分钟前 来自iPhone客户端,https://weibo.com/6799095877?refer_flag=1001030103_
[自嗨锅互助，拼多多，人美心善的姐妹们助力起来​​​​​,眉眉粉色养乐多,2分钟前 来自微博手机版,https://weibo.com/7646610211?refer_flag=1001030103_
【#拼多多回应六万人砍价不成功#，#拼多多称几万人砍价不成功不实#】近日，主播直播间动员几万人参与拼多多砍一刀，称两小时内也没有成功。拼多多对此回应称，“未砍成功”信息不实，平台已根据活动规则，向账号发送了特制优惠券用以领取该款商品；同时指出“几万人参与砍价”也不实。​展开c,滤镜粉碎机,2分钟前 来自微博视频号,https://weibo.com/7574170887?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#宝你试过吗@张星特闭麦吗​,张星特的蝴蝶牙,2分钟前 来自HarmonyOS设备,https://weibo.com/6287393148?refer_flag=1001030103_
拼多多就是个垃圾软件，嗯，然后拼多多的员工也都是垃圾，从上到下都是垃圾2南京​,张掌柜的时间抽屉,3分钟前 来自iPhoneXS,https://weibo.com/5677063201?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#还有0.001或者金币，钻石等,aespa-丁纯心,3分钟前 来自纯情疯批妹Android,https://weibo.com/7305429416?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#有幸成功过一次​,不等方程式-,3分钟前,https://weibo.com/7374949057?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#拼多多虽然砍价手段确实很有诱骗性，但单就这个主播这件事还是以讹传讹过于博人眼球了，六万人在直播间确定就六万人砍价了吗？其中新用户比例才多少？一个cpi成本以2元计算的话，一台手机2000多块顶多砍一千多人拼多多就回本了。你给拼多多带来一千多用户新增，此时平台​展开c,小儿草办,3分钟前 来自iPhone客户端,https://weibo.com/2248092727?refer_flag=1001030103_
拼多多这个砍价页面，真是装都不装了​,已对叹气ptsd,3分钟前 来自荣耀20,https://weibo.com/7415231940?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#狠狠的无语了每次成功不了每次都给我推送我真的禁不住诱惑诶但是每次都搞不好就狠无语​,糕糕的干饭日记,3分钟前 来自长意老婆的Android,https://weibo.com/7417232222?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#我不搞这玩意儿，因为一定成功不了，到后面9个金币1个金币……，烦的是总有人动不动就分享让砍一砍，一个月得好几次，真的很烦……​,Void_YB,3分钟前 来自微博搜索,https://weibo.com/5993223256?refer_flag=1001030103_
拼多多，内核永远都是拉人头，永远都是差那么一丢丢,Hunter_918,3分钟前 来自荣耀9X,https://weibo.com/6026450754?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#笑死我了​,开心骟骟乐,3分钟前 来自说废话专用机,https://weibo.com/6073949838?refer_flag=1001030103_
哈哈哈//@午后狂睡:笑出声…估计拼多多要说我们回应的重点是没有6万人参与砍单，而不是别的，建议主播每天随机抽取一个水友的号直播砍嘛，今日你帮我，明日我帮你，只要坚持下来，每个水友都能砍下来，这样大家都开心，拼多多也会很开心的。,刘华强买蜜雪冰城,3分钟前 来自iPhone客户端,https://weibo.com/2831970330?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#。。。​,川野昼眠,3分钟前,https://weibo.com/6986132385?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#2699729536263复制到拼多多，好心人们可以帮孩子砍一下嘛？​,Shmilyyyyxxy,3分钟前 来自HUAWEIP30,https://weibo.com/6053062733?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#真的每次都差亿点​,-雾玖桉祎-,3分钟前 来自婧祎老婆的Android,https://weibo.com/7486693965?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#某多多前两天才刚说小数点后还有6位，大家就忘了吗？6位数是多少人？个十百千万十万，6万能砍成功，恐怕才是有鬼吧2乐山​,四川乡村骆小哥,3分钟前 来自向李工借的Android,https://weibo.com/2658368963?refer_flag=1001030103_
拼多多真的太恶心了😷​,贝多芬的旋律123,3分钟前 来自iPhone客户端,https://weibo.com/2398229704?refer_flag=1001030103_
//@日月星河sky:拼多多这是发现事情闹大了，当晚给主播发了个券，然后说没砍成不实？,正在读取中000000000,3分钟前 来自华为手机,https://weibo.com/6632324945?refer_flag=1001030103_
我参与了@新浪科技发起的投票【你在拼多多砍价成功过吗？】，我投给了“从来没有”这个选项，你也快来表态吧~查看图片,儒雅的名是浮云618,3分钟前 来自Redmi10X全芯超越,https://weibo.com/5543723603?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#这话讲的漂亮,东营营长,3分钟前 来自OPPOReno2Z,https://weibo.com/1056695363?refer_flag=1001030103_
我参与了@新浪科技发起的投票【你在拼多多砍价成功过吗？】，我投给了“从来没有”这个选项，你也快来表态吧~,伦伦and曼珠沙华,3分钟前 来自iPhone12ProMax(海蓝色),https://weibo.com/2141433220?refer_flag=1001030103_
我参与了@新浪科技发起的投票【你在拼多多砍价成功过吗？】，我投给了“从来没有”这个选项，你也快来表态吧~,幸运火烈鸟,3分钟前 来自iPhone13,https://weibo.com/1863147095?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#自从我上次说差0.1我砍了半天都没有成功，我就再也不相信它了，天上果然没有掉馅饼的好事​,鑫鑫点点一场梦,3分钟前 来自鑫鑫比邻星HarmonyOS设备,https://weibo.com/7570235402?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#只有不断邀请新用户新设备才能有砍成功的机会​,爱萧奈何,3分钟前 来自i凤九的iPhoneXR,https://weibo.com/3065566080?refer_flag=1001030103_
最近总是忍不住在拼多多上买各种奇奇怪怪的可爱摆件，默默把家里摆的很满啊克莱因蓝～保持微笑😊​,捕风的可卡,3分钟前 来自iPhone客户端,https://weibo.com/2526610765?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#估计是想到好办法处理舆论了​,小鱼拒绝吐泡泡,3分钟前 来自Android,https://weibo.com/7418447375?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#就没砍成功过​,LIKE·香芋亚,3分钟前 来自宋亚轩的小海螺,https://weibo.com/7421323442?refer_flag=1001030103_
我现在最新看到的就是主播网红们天天砍拼多多！看你能不能招架得住,木小北Home,3分钟前 来自微博weibo.com,https://weibo.com/1780969473?refer_flag=1001030103_
#拼多多回应六万人砍价不成功#想起来就气​,啦啦啦遇见即是上上签,3分钟前 来自nova6自拍大不一样,https://weibo.com/7701059861?refer_flag=1001030103_
//@客官不要急:哈哈哈这个可以//@午后狂睡:笑出声…估计拼多多要说我们回应的重点是没有6万人参与砍单，而不是别的，建议主播每天随机抽取一个水友的号直播砍嘛，今日你帮我，明日我帮你，只要坚持下来，每个水友都能砍下来，这样大家都开心，拼多多也会很开心的。,好奇饭桶熊,3分钟前 来自一加10Pro,https://weibo.com/1661820177?refer_flag=1001030103_
超级小桀杰哥周末再带兄弟们砍一次吧。大周水友愿意首次注册拼多多为杰哥砍一刀​,大周刑部首席体验官,3分钟前 来自超级小桀超话,https://weibo.com/5600511821?refer_flag=1001030103_
拼多多6万人砍价都不成功，它用的圆周率，无限数字循环，小数点后面的0.1、0.01、0.001……没有底，像银河系一样浩瀚无垠，就是14亿人来砍，都无法成功，拼多多起家就是用的这一招，无限拉人头，才使它现在有那么多源源不断的客户群体。现在看到拼多多就像看到狗皮膏药一样，广告无处不入，和顽疾的​展开c,牛家庄老张,3分钟前,https://weibo.com/6872180539?refer_flag=1001030103_
好扎心哈哈哈哈哈//@Joyce_珓:不是失去了多少朋友，是拼多多让你发现自己没几个朋友//@瞭望投资:为了那一百块失去了多少朋友而且还只有小部分人拿得到那一百块……,m奇迹崽m,3分钟前,https://weibo.com/3137926391?refer_flag=1001030103_
拼夕夕互助淘宝回你多多互吗​,贵妃娘娘驾到8,3分钟前 来自拼夕夕互助超话,https://weibo.com/7519095339?refer_flag=1001030103_
情感“能控制住自己嘴巴的人都很厉害无论是说话还是吃饭”​​​#如何看待六万人拼多多砍价不成功#​,你出生时我6岁,3分钟前 来自情感超话,https://weibo.com/1745293765?refer_flag=1001030103_
