微博内容,发布者名称,发布时间以及设备,发布者主页
#一刀切封控堵路就是懒政#我老爸在菏泽的工厂也要放假了，因为货车不让下高速，导致工厂缺少原材料。我说那对经济会造成很大的冲击吧，政府也愿意？老爸说疫情防护第一位（感觉被pua了什么时候疫情和发展经济是相对立的了？为了防疫各地都把自己装扮成套中人，隔绝一切联系，疫情是控制了，但​展开c,胆敢敢,36秒前 来自微博国际版,https://weibo.com/6856568431?refer_flag=1001030103_
//@蔓卷舒雲:明白的，一有发现立即控制传播链，广州深圳都是这么做的，民众配合支持，特殊时期上下一心共渡时艰才是关键，支持国家政策通力配合防疫,伊园2019,37秒前 来自HUAWEIMate10Pro,https://weibo.com/7275519705?refer_flag=1001030103_
//@Cancelcdh:坚持偷着乐不动摇//@张晓舟:经济清零。//@若潭-WV-Sorcerer://@butterfly期待无疫情无封控:真有意思，中央让放开地方不听，中央让清零地方就封城。唐山精准防疫书记撤了，廊坊一刀切书记升了。我之所以还能发声是因为这些事没落自己头上，但是这是多么可能的事，这些事会落在你我他头上。,阿雯碎碎念,40秒前 来自iPhone客户端,https://weibo.com/1942412685?refer_flag=1001030103_
//@JustForDearPrince://@张晓舟:经济清零。//@若潭-WV-Sorcerer://@butterfly期待无疫情无封控:真有意思，中央让放开地方不听，中央让清零地方就封城。唐山精准防疫书记撤了，廊坊一刀切书记升了。这世道，我之所以还能发声是因为这些事没落自己头上，但是这是多么可能的事，这些事会落在你我他头上。,绵羊集团在逃小羊,41秒前 来自nova7你在焦点在,https://weibo.com/3835033152?refer_flag=1001030103_
4月20日，网传一段上海青浦庆华新村某小区内居民用喇叭问管理人员要物资的视频。几名女性居民拿着喇叭追着一男子，播放着“我们要饿死了”我们要物资”现场还有数十人拿着录下这一幕，被追男子全程看手机没有其他反应。事后有当地居民发视频表示，居委会最后在他们的要求下安排他们登记购买80元一袋20​展开c,好久不见却经久未变01,45秒前 来自微博视频号,https://weibo.com/6109880727?refer_flag=1001030103_
今天我出镜丨苏州科技城：在职党员，第一时间冲向防疫一线O今天我出镜丨苏州科技城：在职党员，第一时间冲向防疫一线​,今天6053238382,49秒前 来自学习强国客户端,https://weibo.com/6053238382?refer_flag=1001030103_
//@张晓舟:经济清零。//@若潭-WV-Sorcerer://@butterfly期待无疫情无封控:真有意思，中央让放开地方不听，中央让清零地方就封城。唐山精准防疫书记撤了，廊坊一刀切书记升了。这世道，我之所以还能发声是因为这些事没落自己头上，但是这是多么可能的事，这些事会落在你我他头上。,蝣哉,54秒前 来自iPhone客户端,https://weibo.com/1931067024?refer_flag=1001030103_
【21日14时30分起，解除集士港镇、高桥镇和望春街道区域内“三区”管控措施】截至4月21日13时30分，集士港镇、高桥镇和望春街道区域内封控区、管控区、防范区所有人员核酸检测均为阴性。经市级专家组综合研判，区疫情防控工作领导小组研究决定，自4月21日14时30分起，解除集士港镇、高桥镇和望春街道区​展开c,宁波晚报,56秒前 来自微博weibo.com,https://weibo.com/1938523582?refer_flag=1001030103_
只做不说#王一博给上海捐赠防疫物资#wyb#正能量艺人王一博#,素锦流年96,1分钟前 来自荣耀V9我想要的快,https://weibo.com/7567712715?refer_flag=1001030103_
#黄明昊为上海捐赠防疫物资#@jjjustin0219,轻舟漫江汀·,1分钟前,https://weibo.com/5678611288?refer_flag=1001030103_
#春季出行防疫早知道#做好防疫，准备看笔笔的声生不息,B小玉Y,1分钟前 来自OPPOReno55G,https://weibo.com/6261460846?refer_flag=1001030103_
『中方拒绝放松防疫后，多国商会联手施压，威胁将中心业务迁出中国』O中方拒绝放松防疫后，多国商会联手施压，威胁将中心业务迁出中国​,propitious树苗,1分钟前 来自iPhone客户端,https://weibo.com/5340164330?refer_flag=1001030103_
#辽宁好网民抗疫在行动#【漫·聊防疫】疫苗抗疫效果好积极接种不能少#美好辽宁欢迎您##精彩辽宁遇见本溪#​,微宣本溪,1分钟前 来自360安全浏览器,https://weibo.com/7598906244?refer_flag=1001030103_
//@Justin黄明昊的宣宣:黄明昊·#抗疫守护计划#黄明昊向上海捐赠防疫物资，致敬一线工作人员和志愿者，感谢守沪者们的付出，和黄明昊@jjjustin0219一起为上海加油,lyl-tin219,1分钟前,https://weibo.com/6190548404?refer_flag=1001030103_
//@拉德温普斯_illion:#北部湾大学五一不放假##北部湾大学防疫#,你相信爱玛,1分钟前 来自iQOONeo3生而为赢,https://weibo.com/7115305659?refer_flag=1001030103_
#上海回应部分保供物资存在质量问题#防疫大礼包里的口罩也给个说法吗？@上海发布@浦东发布@上海市场监管@浦东市场监管​,有的人有些小浪漫,1分钟前 来自蓝色星球iPhone11,https://weibo.com/5559705308?refer_flag=1001030103_
#海南大学防疫#这个破学校有啥好封的​,飞飞战神的潼潼小仙子,1分钟前 来自飞飞withmeiPhone12Pro,https://weibo.com/6352193912?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#王一博#正能量艺人王一博#将公益融入生活，把公益当作日常，尽微薄之力，奉小小爱心。@UNIQ-王一博,夢中滑板boy,1分钟前 来自Android,https://weibo.com/7362449338?refer_flag=1001030103_
//@寒临梓沫:而且听说已经捐赠了好几波了，有的4.13号就收到过了#王一博给上海捐赠防疫物资#始于颜值，忠于人品河南小王，中！@UNIQ-王一博,宝贝W耶啵啵,1分钟前 来自iPhone客户端,https://weibo.com/7714298578?refer_flag=1001030103_
#黄明昊向上海捐赠升级版防疫包#和黄明昊一起为上海加油,·星月梦昊记·,1分钟前 来自nova5Pro人像超级夜景,https://weibo.com/7002851387?refer_flag=1001030103_
//@老胡bot:建议往摆拍上辟谣////@顾扯淡:这人明显寻衅滋事啊。。。//@幻想狂劉先生:上来就扒口罩，说明对防疫工作必须的传染病防治基本常识一无所知。自己拍摄自己的违法行为，还威胁对方要发到网上去，说明对相关法律法规一无所知。就靠这样的文盲法盲，能做好防疫工作吗？,或许你对我来电吗,1分钟前 来自iPhone客户端,https://weibo.com/5655189524?refer_flag=1001030103_
#一刀切封控堵路就是懒政#一日不改防疫政策，现在所受的灾难就会不停发生，大家都骂上海，仿佛之前西安，深圳这些地方出现的灾难就不存在，整个世界就我们打算清零一万年不改变？中国这么多人出现个别贪心的人这脆弱的防疫政策就能被摧毁，上海这疫情不就这么发生的吗？清零政策我不敢过激评价，它是最​展开c,ChristopherNolann,1分钟前 来自iPhone客户端,https://weibo.com/7464795342?refer_flag=1001030103_
烦，我最后一次遵守规定了🙏🙏防疫办你再给我发短信我真的生气了​,Catherine29-,1分钟前 来自iPhone客户端,https://weibo.com/3743522112?refer_flag=1001030103_
发布了头条文章：《紧急扩散！遇到这样的“防疫工作人员”，请立即拉黑！》O紧急扩散！遇到这样的“防疫工作人员”，请立即拉黑！​,薛城区检察院,1分钟前 来自微博weibo.com,https://weibo.com/5331173004?refer_flag=1001030103_
这是在得意？之前说防疫是全国一盘棋是你们，经济就不是一盘棋了？对于政策不稳定的担忧，对于消费信心的打击是只对上海么？,12342234走,1分钟前 来自iPhone客户端,https://weibo.com/6901165429?refer_flag=1001030103_
防疫之名下，多少人干了不是防疫的事。​​​,妙助--盛世影业,1分钟前 来自nova8SE和你瞬间来电,https://weibo.com/1311623370?refer_flag=1001030103_
4月20日，网传一段上海青浦庆华新村某小区内居民用喇叭问管理人员要物资的视频。几名女性居民拿着喇叭追着一男子，播放着“我们要饿死了”我们要物资”现场还有数十人拿着录下这一幕，被追男子全程看手机没有其他反应。事后有当地居民发视频表示，居委会最后在他们的要求下安排他们登记购买80元一袋20​展开c,风轻云淡_日月星,1分钟前 来自快手极速版,https://weibo.com/6569479877?refer_flag=1001030103_
【#天津一女子抓伤防疫人员被判处有期徒刑十个月#】4月20日，天津市西青区人民法院公开宣判吕某某涉疫情妨害公务案，被告人吕某某被判处有期徒刑十个月，缓刑一年。据悉，1月20日，天津市西青区某镇人民政府组织辖区人员进行核酸检测筛查时，被告人吕某某因擅自使用现场工作人员的消毒用品，与工作人员​展开c,央广网,1分钟前 来自微博weibo.com,https://weibo.com/1683472727?refer_flag=1001030103_
因防疫带来的不便我们深感抱歉，4月23日芳华恢复营业，让我们更好地相见​,大连芳华医疗美容,1分钟前 来自新版微博weibo.com,https://weibo.com/5182325783?refer_flag=1001030103_
【#世卫专家称要为今秋出现新一波疫情做好准备#】#世卫专家称放松防疫的做法不可取#世界卫生组织近日表示，新冠大流行继续构成“国际关注的突发公共卫生事件”，并建议各国随时做好应对准备。里查尔迪认为，新冠病毒的传染性很强，要为今年秋季可能出现的新一波疫情做好准备。,偏离轨道的风,1分钟前 来自快乐星球永久居民,https://weibo.com/1514323927?refer_flag=1001030103_
//@19970805平安喜乐:#王一博给上海捐赠防疫物资#wyb#王一博#王一博//@19970805平安喜乐:王一博好棒伊娃子也很棒,小熊熊san,1分钟前 来自HUAWEIMate9,https://weibo.com/3411672872?refer_flag=1001030103_
//@张晓舟:经济清零。//@若潭-WV-Sorcerer://@butterfly期待无疫情无封控:真有意思，中央让放开地方不听，中央让清零地方就封城。唐山精准防疫书记撤了，廊坊一刀切书记升了。这世道，我之所以还能发声是因为这些事没落自己头上，但是这是多么可能的事，这些事会落在你我他头上。,张无是2017,1分钟前 来自微博weibo.com,https://weibo.com/5834490160?refer_flag=1001030103_
//@幻想狂劉先生:上来就扒口罩，说明对防疫工作必须的传染病防治基本常识一无所知。自己拍摄自己的违法行为，还威胁对方要发到网上去，说明对相关法律法规一无所知。就靠这样的文盲法盲，能做好防疫工作吗？,青烟碧影,1分钟前 来自HUAWEIMate40Pro,https://weibo.com/1667532611?refer_flag=1001030103_
#黄明昊向上海捐赠升级版防疫包#和黄明昊一起为上海加油,tinNaNNNa,1分钟前 来自nova5Pro人像超级夜景,https://weibo.com/7285026618?refer_flag=1001030103_
黄明昊超棒的！@jjjustin0219#黄明昊为上海捐赠防疫物资#,李梦涵0307,1分钟前 来自vivoS12,https://weibo.com/7302929618?refer_flag=1001030103_
就是当地的流氓痞子有点权利就吆五喝六的顶着防疫的招牌欺负老百姓要真是认真防疫又怎么会扯口罩呢连执法都谈不上完全就是欺负老年人这些老人的子女就应该一起去找他给他长长记性//@他回精神病院了:对老人如此恶语，只能说他是猪生的。,月下寻声,1分钟前 来自motorolap30note,https://weibo.com/1635817962?refer_flag=1001030103_
//@勤奋哥:我也很纳闷，农田地广人稀风大，哪有传播风险？哪怕规定个时间段，让农民分批出来作业，不也行吗？？？不让农民下地种庄稼，来年吃空气？//@阿木朗-白布韦:这春耕的时候，正是关键时期。身边10米都没人，防疫没有边界吗？给条活路走行不行？何必赶尽杀绝啊,天空之城19981011,1分钟前 来自华为Mate30EPro5G,https://weibo.com/5288195568?refer_flag=1001030103_
#辽宁好网民抗疫在行动#【沈阳市发布出行防疫政策措施通告】近期，国内多地陆续发生本土新冠疫情，部分地区已形成社区传播，并出现疫情外溢，为贯彻落实“外防输入、内防反弹”总策略和“动态清零”总方针，科学、精准、有效地防范域外疫情输入我市，现将沈阳市出行防疫政策措施有关事项通告如下。​展开c,北镇市委宣传部,1分钟前 来自iPhone客户端,https://weibo.com/7601689532?refer_flag=1001030103_
得，这疫情一下回到解放前，继续居家办公，今天出来上个班还接到防疫中心电话说我流动了，得继续家里蹲​,幸运要double,1分钟前 来自小米10,https://weibo.com/2882619261?refer_flag=1001030103_
//@王一博_WYBBar:王一博wyb#王一博给上海捐赠防疫物资#wyb#王一博公益#感谢一线防疫工作人员。辛苦啦！疫情快快散去，就让我们一起加油吧！@UNIQ-王一博,耶啵乐高,1分钟前 来自HUAWEIP30Pro,https://weibo.com/7730175546?refer_flag=1001030103_
//@张晓舟:经济清零。//@若潭-WV-Sorcerer://@butterfly期待无疫情无封控:真有意思，中央让放开地方不听，中央让清零地方就封城。唐山精准防疫书记撤了，廊坊一刀切书记升了。这世道，我之所以还能发声是因为这些事没落自己头上，但是这是多么可能的事，这些事会落在你我他头上。,Naomi05,1分钟前 来自iPhone客户端,https://weibo.com/5496370920?refer_flag=1001030103_
#复工复产#【有序复工复产消防安全提示】疫情防控任务依然艰巨，在做好复工复产各项防疫任务的同时，也要关注消防安全，筑牢单位“防火墙”，努力实现特殊时期“零火情”。#科普消防说##上海发布复工复产疫情防控指引#​​​,吉林森林消防,2分钟前,https://weibo.com/7079703736?refer_flag=1001030103_
#昆明高校解封#@云南高校新鲜事儿形式主义封校，到底要到什么时候！！！救救大学生们吧！！！正视这些问题吧各位！！！已经是低风险地区了，✳️也摘了很久了，为什么还要把大学生封在学校！！！难道防疫只防大学生吗？​,MTONYRJ_,2分钟前 来自iPhone客户端,https://weibo.com/7313020756?refer_flag=1001030103_
//@Justin黄明昊_0219会会:黄明昊❤️#黄明昊给上海捐赠防疫物资#黄明昊@jjjustin0219向上海捐赠一批升级版防疫礼包，感谢一线工作人员和志愿者的付出，和黄明昊一起为上海加油#致敬守沪者# ,轻舟漫江汀·,2分钟前,https://weibo.com/5678611288?refer_flag=1001030103_
#邯郸疫情#不得不说邯郸的疫情防控太拉了前有鸡泽经开区现有魏县不封城就会大面积感染...不知道政府干什么吃的防疫太差劲了居民们也没有做好自己防护的措施都以为疫情离自己很远结果就是只要有一个感染就会大面积传播​,清理也,2分钟前 来自iPhone客户端,https://weibo.com/7748428533?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#.#正能量艺人王一博#希望上海早日战胜疫情！王一博真的很善良很棒！​,woshi尘世的风,2分钟前 来自iPhone客户端,https://weibo.com/2290651133?refer_flag=1001030103_
//@Justin黄明昊的宣宣:黄明昊·#抗疫守护计划#黄明昊向上海捐赠防疫物资，致敬一线工作人员和志愿者，感谢守沪者们的付出，和黄明昊@jjjustin0219一起为上海加油,轻舟漫江汀·,2分钟前,https://weibo.com/5678611288?refer_flag=1001030103_
//@Justin黄明昊_0219会会:黄明昊❤️#黄明昊给上海捐赠防疫物资#黄明昊@jjjustin0219向上海捐赠一批升级版防疫礼包，感谢一线工作人员和志愿者的付出，和黄明昊一起为上海加油#致敬守沪者# ,-我想成为rapstar,2分钟前 来自宋亚轩的小海螺,https://weibo.com/6008340791?refer_flag=1001030103_
作为一个普通的上海市民的我，原本也以为只要老老实实的呆在家里，过个把月这个城市就会好起来的。可在这近40多天的封控期里，漫天飞舞，真真假假的“瓜”让人应接不暇。本着公民应有的“基本素质”，本人选择了相信ZF即“不信谣”，“不传谣”。可事实却是“愈演愈烈”到让我们不得不去沉思这背后的原​展开c,栋靖_Lawliet,2分钟前 来自iPhone客户端,https://weibo.com/1531603047?refer_flag=1001030103_
【#居家隔离期间这些事情忽略不得#】身处疫情防控区，居家隔离期间，注意日常防疫的同时，千万不能忽略防火安全。这些生活小细节要记牢，戳图～​,吴忠消防,2分钟前 来自微博weibo.com,https://weibo.com/2383428514?refer_flag=1001030103_
说无锡一刀切懒政的，麻烦看看无锡政府做了多少事情了，12345打爆了，招专员，核酸支援某市不够了招社会志愿者，防疫人员不够招防疫志愿者，货车司机有阳性，堵高速不是办法那就疏散建营地供司机们休息等待核酸结果，做核酸麻烦，市中心建核酸采样站，有人造谣，当天就抓了，这还叫懒政？非得躺平呗？​,小蕊想养chi,2分钟前 来自iPhone客户端,https://weibo.com/1253797700?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#正能量艺人王一博！前不久也给吉林捐了！,拥抱幸福的小鸟儿啊,2分钟前 来自vivoAI智慧拍照X21i,https://weibo.com/6276893556?refer_flag=1001030103_
莱芜#莱芜疫情##济南疫情##莱芜开学#一夜之间，我们的城市生病了，学生停课，店铺歇业，这两天所有人配合做核酸，为全国各地喊了三年加油！这次我们给自己加油！莱芜加油！济南加油！疫情无情人有情，一切听从指挥！防疫人员你们辛苦啦！愿山河无恙，愿莱芜恙，人间皆安！！​展开c,清都山水郎7788,2分钟前 来自莱芜超话,https://weibo.com/7439159190?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#王一博静悄悄地做了很多好事。//@拥抱幸福的小鸟儿啊:#王一博给上海捐赠防疫物资#王一博摸摸做好事！悄悄地在好久之前给吉林也捐了！#王一博#,赤绛丹朱,2分钟前 来自荣耀20S,https://weibo.com/5763365714?refer_flag=1001030103_
//@长通粉:我悟了，一切困难都是思想觉悟的困难//@古子詈:说实话宁可不吃鱼//@刚禁么:有谁知道杭州啥时候可以货物进来？这一车鱼十几万，长时间不能卸货会死的。防疫防的不要命了？,在布拉格黄昏的广场,2分钟前 来自iPhone客户端,https://weibo.com/2410532403?refer_flag=1001030103_
#黄明昊给上海捐赠防疫物资#,川泽肆肆,2分钟前 来自nova4e3200W立体美颜,https://weibo.com/6577544936?refer_flag=1001030103_
一代人有一代人的长征路，不同的岗位，一样的坚守。《中心1号公寓齐行动，助力防疫勇担责-学生在线精彩无限》进入暖春四月，新冠疫情却突然“倒春寒”，学校立即启动防控应急机制，全校师生随即投入到疫情防控的战斗中来。实行封闭管理以来，公寓楼内因人员短缺导致清洁工作和值守压力骤增。面对这​展开c,滹南愚夫,2分钟前 来自百度App,https://weibo.com/5974723952?refer_flag=1001030103_
哈哈哈哈哈迫不及待了//@天秀bot://@整点电影:请让我见见世面//@当时我就震惊了：哈哈哈哈哈哈哈哈哈笑不活了//@是微不是薇的蓝莓控:符合防疫要求//@雅棋h棋棋:可能需要两个位置坐一个人不然会踢到隔壁//@之之寥:唱着唱着开始rap:腰间的赘肉咔咔掉，人鱼线马甲线我想要。,金小熊妮,2分钟前 来自OPPOReno5Pro+5G,https://weibo.com/6867774419?refer_flag=1001030103_
#黄明昊给上海捐赠防疫物资#,川泽肆肆,2分钟前 来自nova4e3200W立体美颜,https://weibo.com/6577544936?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#好有趣又好有爱！@UNIQ-王一博,睡草兰香慕博博,2分钟前 来自iPhone客户端,https://weibo.com/6082004910?refer_flag=1001030103_
#海南大学防疫#改编苏联笑话的时候，有关禁酒令相关的段子居然可以不做改编就能发出来，也挺讽刺的。​,混吃等死sena酱,2分钟前 来自新版微博weibo.com,https://weibo.com/2122599481?refer_flag=1001030103_
#黄明昊给上海捐赠防疫物资#,川泽肆肆,2分钟前 来自nova4e3200W立体美颜,https://weibo.com/6577544936?refer_flag=1001030103_
【痛心！#年仅33岁民警倒在防疫一线#】4月19日14时许，辽宁省鞍山市公安局疫情防控专班民警王译伟，因连日来劳累过度，突然晕倒在工作岗位，经送医抢救无效，于当日16时23分许，永远离开了他挚爱的公安事业。年仅33岁的他，生命永远定格在了抗疫一线。（中国警察网）​​​,平利检察,2分钟前 来自新版微博weibo.com,https://weibo.com/5192877731?refer_flag=1001030103_
//@Justin黄明昊的宣宣:黄明昊·#抗疫守护计划#黄明昊向上海捐赠防疫物资，致敬一线工作人员和志愿者，感谢守沪者们的付出，和黄明昊@jjjustin0219一起为上海加油,我的哥哥真棒,2分钟前 来自iPhone11,https://weibo.com/6552414718?refer_flag=1001030103_
#UNIQ-王一博##王一博给上海捐赠防疫物资#正能量的小博,齐天小圣72675,2分钟前 来自HUAWEIP30,https://weibo.com/7495759777?refer_flag=1001030103_
以环保为由劝返的河南漂流哥回到河南，受到了河南民众热情的欢迎，在高速口拉满了欢迎漂流哥的横幅。漂流哥的真心总算回到老家得到了维护和尊敬，他还是当地神鹰救援队的队员。看了这么多，其实他真的是个单纯做好事的人，河南，山西，汶川，陕西，上海哪儿有难他去哪儿，不光是大车司机，很多防疫人​展开c,香蕉没毛病,2分钟前 来自微博视频号,https://weibo.com/2039250863?refer_flag=1001030103_
【#世卫专家称要为今秋出现新一波疫情做好准备#】#世卫专家称放松防疫的做法不可取#世界卫生组织近日表示，新冠大流行继续构成“国际关注的突发公共卫生事件”，并建议各国随时做好应对准备。对此，世界公共卫生协会联盟主席、意大利卫生部新冠疫情顾问沃尔特·里查尔迪在接受总台记者采访时表示，那些​展开c,小脸蛋红扑扑很可爱,2分钟前 来自微博视频号,https://weibo.com/7065587302?refer_flag=1001030103_
确实很难受，但学校所有的防疫（也不只是防疫）政策，真的在保护我们​,论语也可以是小yu,2分钟前 来自HUAWEIP405G,https://weibo.com/3710103450?refer_flag=1001030103_
@Justin黄明昊的宣宣:黄明昊·#抗疫守护计划#黄明昊向上海捐赠防疫物资，致敬一线工作人员和志愿者，感谢守沪者们的付出，和黄明昊@jjjustin0219一起为上海加油,汀汀多吃肉219,3分钟前 来自真我GTNeo2,https://weibo.com/5684368777?refer_flag=1001030103_
每天都会被新知道的学校防疫政策搞无语，每天都会有无数次想要问候江苏省教育局领导的心情呢​,小叮当的米多琪,3分钟前 来自iPhone客户端,https://weibo.com/5223901294?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#王一博#正能量艺人王一博#,夢中滑板boy,3分钟前 来自Android,https://weibo.com/7362449338?refer_flag=1001030103_
//@大风洒兮:不应该把对上海市防疫工作的不满，随意倾泄到普通上海市民身上，他们也是受害者，最近这种事情太多了。愿上海市民都有一颗强大的心脏，在特殊时期要更加坚强。🙏🙏,夢境處理器,3分钟前 来自非真實CPUHarmonyOS设备,https://weibo.com/2453790161?refer_flag=1001030103_
【13.8】高颜值显白口罩*50只独立包装含溶喷布，3层防护，3D设计贴合度高，佩戴透气舒适。防疫+瘦脸，口罩届扛把子！​,每日优选优惠券,3分钟前 来自微博weibo.com,https://weibo.com/5778850747?refer_flag=1001030103_
【石家庄市疾病预防控制中心健康提示】当前，国内省内发生多起聚集性疫情，防控形势异常严峻复杂。奥密克戎变异株传播速度快、传染力强、隐匿性强。进入4月份以来，从官方公布的数据来看，上海本轮疫情仍处于高位发展态势，2022年4月20日0-24时，上海市新增本土新型冠状病毒肺炎确诊病例2634例、无症​展开c,石家庄广播电视台,3分钟前 来自微博weibo.com,https://weibo.com/5110126116?refer_flag=1001030103_
《「手把手教你科学防疫」如何在公共场所正确消毒，你get到了吗？》在公共场所，工作单位和家庭消毒有什么区别吗？今天，央视网就手把手教您如何在公共场所进行正确消毒。O网页链接​,内蒙古忘忧清乐,3分钟前 来自百度App,https://weibo.com/1942127933?refer_flag=1001030103_
//@JustForDearPrince://@张晓舟:经济清零。//@若潭-WV-Sorcerer://@butterfly期待无疫情无封控:真有意思，中央让放开地方不听，中央让清零地方就封城。唐山精准防疫书记撤了，廊坊一刀切书记升了。这世道，我之所以还能发声是因为这些事没落自己头上，但是这是多么可能的事，这些事会落在你我他头上。,黏黏绵绵兴x,3分钟前 来自iPhone客户端,https://weibo.com/3166701414?refer_flag=1001030103_
【石家庄市疾病预防控制中心健康提示】当前，国内省内发生多起聚集性疫情，防控形势异常严峻复杂。奥密克戎变异株传播速度快、传染力强、隐匿性强。进入4月份以来，从官方公布的数据来看，上海本轮疫情仍处于高位发展态势，2022年4月20日0-24时，上海市新增本土新型冠状病毒肺炎确诊病例2634例、无症​展开c,石时关注,3分钟前 来自微博weibo.com,https://weibo.com/5602045566?refer_flag=1001030103_
回复@木叶族:根子就在这儿//@木叶族:这就是我很久前评论的，从来没听说过谁因为防疫过渡被撤职的，都是因为防疫不利而被撤的,溪雅途墨垚,3分钟前 来自Android,https://weibo.com/1435503883?refer_flag=1001030103_
【首批货车司机防疫服务站公布】为切实做好对货车司机的疫情防控和服务保障，浙江省各县（市、区）设立了82个货车司机防疫服务站，为执行往返上海等中高风险地区、承担重点物资运输保障任务的货车司机提供住宿、餐饮、停车、抗原和核酸检测、车辆消杀等服务。via浙江交通发布​,湖州发布,3分钟前 来自政务直通车,https://weibo.com/3514408660?refer_flag=1001030103_
防疫清零本身没问题，问题在于一刀切和一些狗比的不作为。//@脑洞使者伊闪闪:有个人说到点子上了：“共存就是应死尽死。没死到的人就可以当无事发生了。”,九曜长哥欠,3分钟前 来自微博weibo.com,https://weibo.com/6177820903?refer_flag=1001030103_
#福彩##防疫#济宁市福彩中心积极协助社区做好全员核酸检测工作O济宁市福彩中心积极协助社区做好全员核酸检测工作​,山东福彩,3分钟前 来自微博weibo.com,https://weibo.com/3841528888?refer_flag=1001030103_
//@邯郸政务:【统一式样重点物资运输车辆通行证公布、各地防疫通行管控信息这里查、这类口罩有风险……本周提醒来了！】​​​,广平政务,3分钟前 来自iPhone客户端,https://weibo.com/1852616981?refer_flag=1001030103_
//@Justin黄明昊_0219会会:黄明昊❤️#黄明昊给上海捐赠防疫物资#黄明昊@jjjustin0219向上海捐赠一批升级版防疫礼包，感谢一线工作人员和志愿者的付出，和黄明昊一起为上海加油#致敬守沪者# ,川泽肆肆,3分钟前 来自nova4e3200W立体美颜,https://weibo.com/6577544936?refer_flag=1001030103_
//@张晓舟:经济清零。//@若潭-WV-Sorcerer://@butterfly期待无疫情无封控:真有意思，中央让放开地方不听，中央让清零地方就封城。唐山精准防疫书记撤了，廊坊一刀切书记升了。这世道，我之所以还能发声是因为这些事没落自己头上，但是这是多么可能的事，这些事会落在你我他头上。,大部头杀手Hobbitsun,3分钟前 来自iPhone,https://weibo.com/2259775561?refer_flag=1001030103_
