微博内容,发布者名称,发布时间以及设备,发布者主页
4月20日，网传一段上海青浦庆华新村某小区内居民用喇叭问管理人员要物资的视频。几名女性居民拿着喇叭追着一男子，播放着“我们要饿死了”我们要物资”现场还有数十人拿着录下这一幕，被追男子全程看手机没有其他反应。事后有当地居民发视频表示，居委会最后在他们的要求下安排他们登记购买80元一袋20​展开c,用户7588212463,1分钟前 来自微博视频号,https://weibo.com/7588212463?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#暖心的酷盖,Fabulousyibo,2分钟前 来自iPhone,https://weibo.com/7361084683?refer_flag=1001030103_
【#上海志愿者额头上的勒痕让人心疼#】上海疫情发生以来，静安区检察院防疫志愿者冲在一线支援抗疫。除了协助居民核酸检测，志愿者们还为居民提供楼道消杀、抗原试剂分发、物资运送等保障服务。因为长时间穿戴防护服，志愿者的额头被勒出一道深深的压痕，看着让人心疼。上海加油，愿疫情早日结束。 ​展开c,广东检察,2分钟前 来自微博视频号,https://weibo.com/2204033420?refer_flag=1001030103_
#王一博给上海捐赠防疫物资##王一博#他永远都那么真诚善良，王一博你真的好温暖@UNIQ-王一博,美好的八十五号,2分钟前 来自iPhone客户端,https://weibo.com/5611358705?refer_flag=1001030103_
#上海疫情##浦东对网友反映防疫物资有质量问题开展调查#物资发下来了，本来有点开心，结果发现发了一盒口罩，全部都是非医用还好check一下合格证，希望收到同样口罩的居民注意⚠️有其他医用口罩的话，这个还是别带了​,樱桃小奶油_,2分钟前 来自iPhone客户端,https://weibo.com/3712028075?refer_flag=1001030103_
#黄明昊给上海捐赠防疫物资#宝宝棒,-肆个贝壳-,2分钟前 来自iPhone客户端,https://weibo.com/7491694528?refer_flag=1001030103_
#1人感染新冠将持续排毒7到12天#就要动态清零就要动态清零就不躺平就不躺平，你愿意得新冠不代表大家都愿意得，上海这波之前湖北就整的挺好的，大家的生活也基本是正常的，抢不到菜基础病老人得不到救治根本就不是动态清零的锅是防疫不当的锅谢谢​,paegopa,2分钟前 来自iPhone客户端,https://weibo.com/7362841744?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#wyb#正能量艺人王一博#虽然很久没有你的消息，也只能通过代言看到你的动态，但是你的付出有人看得见，你在兑现你的承诺，也在回报这个社会，你真的优秀。@UNIQ-王一博​,九零哈哈,2分钟前 来自王一博超话,https://weibo.com/2589403407?refer_flag=1001030103_
#王一博给上海捐赠防疫物资##王一博#少说多做，王一博你真的好温暖@UNIQ-王一博,美好的八十五号,2分钟前 来自iPhone客户端,https://weibo.com/5611358705?refer_flag=1001030103_
期货股指#财经##股票##今日看盘#【*ST索菱：子公司受到新型冠状病毒肺炎疫情影响】4月20日电，*ST索菱公告，按照上海市防疫通告要求，短期内人员无法正常到岗工作，给子公司三旗通信及上海航盛均造成了不同程度的不利影响；2020年度，三旗通信及上海航盛营业收入分别占公司最近一期经审计营业​展开c,红桃A风向标,2分钟前 来自期货股指超话,https://weibo.com/1541898433?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#上海加油💪前线志愿者的摩托姐姐们为你们点赞#王一博粉丝正能量#wyb#王一博公益#,拥笔入怀,2分钟前 来自iPhone12ProMax,https://weibo.com/1007996601?refer_flag=1001030103_
#王一博给上海捐赠防疫物资##王一博#王一博你真的好温暖@UNIQ-王一博,美好的八十五号,2分钟前 来自iPhone客户端,https://weibo.com/5611358705?refer_flag=1001030103_
#黄明昊给上海捐赠防疫物资#和黄明昊一起为上海加油疫情快快结束,汀你说爱我a,3分钟前 来自JT-iPhone12(绿色),https://weibo.com/5556807181?refer_flag=1001030103_
#王一博#时常开心，认真记录，发现光芒✨阳光正好，春色依旧，你在远方，我一切如常@UNIQ-王一博#王一博##王一博给上海捐赠防疫物资#​,暖暖的思,3分钟前 来自Note9Pro一亿像素,https://weibo.com/6140059671?refer_flag=1001030103_
王一博wyb#王一博给上海捐赠防疫物资#我们宝宝从来都是只做不说，所以你一定要一直一直快乐平安@UNIQ-王一博​,怎样才能睡丹丹,3分钟前 来自王一博超话,https://weibo.com/7019565387?refer_flag=1001030103_
#王一博给上海捐赠防疫物资##王一博#王一博你真的好温暖@UNIQ-王一博,美好的八十五号,3分钟前 来自iPhone客户端,https://weibo.com/5611358705?refer_flag=1001030103_
4月20日，网传一段上海青浦庆华新村某小区内居民用喇叭问管理人员要物资的视频。几名女性居民拿着喇叭追着一男子，播放着“我们要饿死了”我们要物资”现场还有数十人拿着录下这一幕，被追男子全程看手机没有其他反应。事后有当地居民发视频表示，居委会最后在他们的要求下安排他们登记购买80元一袋20​展开c,帅惊动了猪圈,3分钟前 来自快手,https://weibo.com/3239447214?refer_flag=1001030103_
【中医药救治新冠成效明显转阴后的感染者也可看中医康复门诊】4月21日，上海中医药大学附属龙华医院院长陈跃来在发布会上介绍，中医药在防疫和治病方面历史悠久。在此次抗疫过程中深入参与新冠救治全过程，不仅在快速改善症状和减少转重率等方面取得了明显的成效，同时在预防、康复乃至心理调摄等方面​展开c,看看新闻KNEWS,3分钟前 来自微博视频号,https://weibo.com/1845864154?refer_flag=1001030103_
#黄明昊为上海捐赠防疫物资#宝宝好棒！@jjjustin0219,嘉下微信吧,3分钟前 来自OPPOA725G,https://weibo.com/7415397092?refer_flag=1001030103_
//@Justin黄明昊的宣宣:黄明昊·#抗疫守护计划#黄明昊向上海捐赠防疫物资，致敬一线工作人员和志愿者，感谢守沪者们的付出，和黄明昊@jjjustin0219一起为上海加油,馒头泡奶汀,3分钟前 来自🐬🍍HarmonyOS设备,https://weibo.com/6591116699?refer_flag=1001030103_
#黄明昊给上海捐赠防疫物资##黄明昊捐赠物资驰援上海#//@和你世界第一好-://@Justin黄明昊的宣宣:黄明昊·#抗疫守护计划#黄明昊向上海捐赠防疫物资，致敬一线工作人员和志愿者，感谢守沪者们的付出，和黄明昊@jjjustin0219一起为上海加油,Li-水系造梦者,3分钟前 来自琳琳的妈咪Android,https://weibo.com/2585932860?refer_flag=1001030103_
上海加油！摩托姐姐们加油#正能量艺人王一博#//@王一博_WYBBar:王一博wyb#王一博给上海捐赠防疫物资#wyb#王一博公益#感谢一线防疫工作人员。辛苦啦！疫情快快散去，就让我们一起加油吧！@UNIQ-王一博,啵味奶盖_,4分钟前 来自王一博老婆HarmonyOS设备,https://weibo.com/6461194602?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#王一博是摩托姐姐的盖世英雄//@半熟·芝士://@不晕猪了:这条评论我真的爆哭//@最爱大仙和豆豆子:你们的英雄太棒啦//@f歪歪_:是我们的盖世英雄,情在不能醒85·,4分钟前 来自RedmiK40,https://weibo.com/6004097433?refer_flag=1001030103_
2022年画的最大的饼：等到疫情结束后，照我们这个防疫政策，到现在gj还在封封封，管控管控管控，民众躺平的呼声越来越大，不能逐步放开吗？经济得发展啊我真的救大命了。你说放开之后医疗跟不上，我看现在好多人得了别的病都得为新冠绕道，能自愈的自愈不行吗，要么你动态清零就好好弄，上海弄的叫什么​展开c,_0000625_,4分钟前 来自iPhone客户端,https://weibo.com/7408705010?refer_flag=1001030103_
//@啵圈佘太君:#王一博给上海捐赠防疫物资#说的好好啊，就是这样,宝贝W耶啵啵,4分钟前 来自iPhone客户端,https://weibo.com/7714298578?refer_flag=1001030103_
上海昨日新增本土确诊病例2634例本土无症状感染者15861例#快资讯#O网页链接这些死亡的老人都是高寿的，都是有基础病的。看来HK的做法还是值得学习，基本口罩消毒防疫，重症用进口特效药治疗；病毒传染性很强，致死率很低，病毒变化，抗疫方式也应该大大的变化---​,江西南昌周泽高律师,4分钟前 来自分享按钮,https://weibo.com/1259972524?refer_flag=1001030103_
好棒！//@Justin黄明昊的宣宣:黄明昊·#抗疫守护计划#黄明昊向上海捐赠防疫物资，致敬一线工作人员和志愿者，感谢守沪者们的付出，和黄明昊@jjjustin0219一起为上海加油,满级拖延学家,4分钟前 来自OPPOReno65G,https://weibo.com/6375006414?refer_flag=1001030103_
#黄明昊给上海捐赠防疫物资#呜呜呜宝宝好棒！！​,馒头泡奶汀,4分钟前 来自🐬🍍HarmonyOS设备,https://weibo.com/6591116699?refer_flag=1001030103_
愿疫情早日散去，加油！//@王一博_WYBBar:王一博wyb#王一博给上海捐赠防疫物资#wyb#王一博公益#感谢一线防疫工作人员。辛苦啦！疫情快快散去，就让我们一起加油吧！@UNIQ-王一博,廿君不思君,5分钟前 来自iPhone13,https://weibo.com/7407585732?refer_flag=1001030103_
上海加油，摩托姐姐们加油//@王一博_WYBBar:王一博wyb#王一博给上海捐赠防疫物资#wyb#王一博公益#感谢一线防疫工作人员。辛苦啦！疫情快快散去，就让我们一起加油吧！@UNIQ-王一博,狮子王一往直前,5分钟前 来自王一博的小摩托,https://weibo.com/3786206105?refer_flag=1001030103_
王一博#王一博给上海捐赠防疫物资#wyb#正能量艺人王一博#宝儿，你怎么这么好，@UNIQ-王一博愿你好人一生平安！​​​,薇薇安9785,5分钟前 来自王一博超话,https://weibo.com/6513510769?refer_flag=1001030103_
#黄明昊给上海捐赠防疫物资#宝宝好棒🫂​,魚沉秋水·,5分钟前 来自iPhone客户端,https://weibo.com/7745715405?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#,爱吃日料的花儿,5分钟前 来自RedmiK30Pro真旗舰,https://weibo.com/6983372424?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#这就是王一博！！！上海加油！,睡草兰香慕博博,5分钟前 来自iPhone客户端,https://weibo.com/6082004910?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#//@半熟·芝士:#王一博给上海捐赠防疫物资#我们一起共渡难关！,情在不能醒85·,6分钟前 来自RedmiK40,https://weibo.com/6004097433?refer_flag=1001030103_
#黄明昊给上海捐赠防疫物资#//@Justin黄明昊的团团:黄明昊#黄明昊给上海捐赠防疫物资##致敬守沪者#黄明昊@jjjustin0219向上海捐赠一批升级版防疫包，致敬每一位一线工作人员和志愿者。和黄明昊一起为上海加油！,jjjustinaa0120,6分钟前 来自黄明昊的NANA,https://weibo.com/6038341925?refer_flag=1001030103_
加油！//@王一博_WYBBar:王一博wyb#王一博给上海捐赠防疫物资#wyb#王一博公益#感谢一线防疫工作人员。辛苦啦！疫情快快散去，就让我们一起加油吧！@UNIQ-王一博,甜甜的酷盖·王一博,6分钟前 来自RedmiK40Pro,https://weibo.com/6499224386?refer_flag=1001030103_
//@无价之宝23:上海本来就是一个高傲的城市，自以为自己是国际大都市，看上海以外的地方都是乡下。//@海绵兔兔派大猪:我真是不懂上海防疫那边为什么这样糟蹋各地的心意，真是通过这件事对上海的某些管理机制大失所望,茗茗之中钱途不可限量,6分钟前 来自荣耀X305G,https://weibo.com/5883916290?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#每次都是在别人口中了解你的默默付出是我们的小英雄呀！​,臭屁博哥,6分钟前 来自荣耀X105G,https://weibo.com/5788595311?refer_flag=1001030103_
黄明昊好棒！一起为上海加油💪#黄明昊向上海捐赠升级版防疫包#,·星月梦昊记·,6分钟前 来自nova5Pro人像超级夜景,https://weibo.com/7002851387?refer_flag=1001030103_
//@Justin黄明昊_0219会会:黄明昊❤️#黄明昊给上海捐赠防疫物资#黄明昊@jjjustin0219向上海捐赠一批升级版防疫礼包，感谢一线工作人员和志愿者的付出，和黄明昊一起为上海加油#致敬守沪者# ,肆號温柔,7分钟前 来自OPPO智能手机,https://weibo.com/5971260034?refer_flag=1001030103_
//@Justin黄明昊的团团:黄明昊#黄明昊给上海捐赠防疫物资##致敬守沪者#黄明昊@jjjustin0219向上海捐赠一批升级版防疫包，致敬每一位一线工作人员和志愿者。和黄明昊一起为上海加油！,酒李lit,7分钟前 来自Note10,https://weibo.com/6982485364?refer_flag=1001030103_
4月20日，网传一段上海青浦庆华新村某小区内居民用喇叭问管理人员要物资的视频。几名女性居民拿着喇叭追着一男子，播放着“我们要饿死了”我们要物资”现场还有数十人拿着录下这一幕，被追男子全程看手机没有其他反应。事后有当地居民发视频表示，居委会最后在他们的要求下安排他们登记购买80元一袋20​展开c,好久不见却经久未变01,7分钟前 来自微博视频号,https://weibo.com/6109880727?refer_flag=1001030103_
//@Justin黄明昊的宣宣:黄明昊·#抗疫守护计划#黄明昊向上海捐赠防疫物资，致敬一线工作人员和志愿者，感谢守沪者们的付出，和黄明昊@jjjustin0219一起为上海加油,兔喵tin,7分钟前 来自iPhone客户端,https://weibo.com/6579265428?refer_flag=1001030103_
和黄明昊一起为上海加油💪//@Justin黄明昊的宣宣:黄明昊·#抗疫守护计划#黄明昊向上海捐赠防疫物资，致敬一线工作人员和志愿者，感谢守沪者们的付出，和黄明昊@jjjustin0219一起为上海加油,顾子然na,7分钟前 来自vivoY30标准版,https://weibo.com/7402712361?refer_flag=1001030103_
只做不说#王一博给上海捐赠防疫物资#wyb#正能量艺人王一博#,素锦流年96,7分钟前 来自荣耀V9我想要的快,https://weibo.com/7567712715?refer_flag=1001030103_
#黄明昊为上海捐赠防疫物资#@jjjustin0219,轻舟漫江汀·,7分钟前,https://weibo.com/5678611288?refer_flag=1001030103_
//@Justin黄明昊的宣宣:黄明昊·#抗疫守护计划#黄明昊向上海捐赠防疫物资，致敬一线工作人员和志愿者，感谢守沪者们的付出，和黄明昊@jjjustin0219一起为上海加油,lyl-tin219,7分钟前,https://weibo.com/6190548404?refer_flag=1001030103_
#上海回应部分保供物资存在质量问题#防疫大礼包里的口罩也给个说法吗？让老百姓戴这样不合格的口罩是要干嘛@上海发布@浦东发布@上海市场监管@浦东市场监管​,有的人有些小浪漫,8分钟前 来自蓝色星球iPhone11,https://weibo.com/5559705308?refer_flag=1001030103_
//@寒临梓沫:而且听说已经捐赠了好几波了，有的4.13号就收到过了#王一博给上海捐赠防疫物资#始于颜值，忠于人品河南小王，中！@UNIQ-王一博,宝贝W耶啵啵,8分钟前 来自iPhone客户端,https://weibo.com/7714298578?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#王一博#正能量艺人王一博#将公益融入生活，把公益当作日常，尽微薄之力，奉小小爱心。@UNIQ-王一博,夢中滑板boy,8分钟前 来自Android,https://weibo.com/7362449338?refer_flag=1001030103_
#黄明昊向上海捐赠升级版防疫包#和黄明昊一起为上海加油,·星月梦昊记·,8分钟前 来自nova5Pro人像超级夜景,https://weibo.com/7002851387?refer_flag=1001030103_
4月20日，网传一段上海青浦庆华新村某小区内居民用喇叭问管理人员要物资的视频。几名女性居民拿着喇叭追着一男子，播放着“我们要饿死了”我们要物资”现场还有数十人拿着录下这一幕，被追男子全程看手机没有其他反应。事后有当地居民发视频表示，居委会最后在他们的要求下安排他们登记购买80元一袋20​展开c,风轻云淡_日月星,8分钟前 来自快手极速版,https://weibo.com/6569479877?refer_flag=1001030103_
这是在得意？之前说防疫是全国一盘棋是你们，经济就不是一盘棋了？对于政策不稳定的担忧，对于消费信心的打击是只对上海么？,12342234走,8分钟前 来自iPhone客户端,https://weibo.com/6901165429?refer_flag=1001030103_
//@19970805平安喜乐:#王一博给上海捐赠防疫物资#wyb#王一博#王一博//@19970805平安喜乐:王一博好棒伊娃子也很棒,小熊熊san,8分钟前 来自HUAWEIMate9,https://weibo.com/3411672872?refer_flag=1001030103_
#黄明昊向上海捐赠升级版防疫包#和黄明昊一起为上海加油,tinNaNNNa,8分钟前 来自nova5Pro人像超级夜景,https://weibo.com/7285026618?refer_flag=1001030103_
黄明昊超棒的！@jjjustin0219#黄明昊为上海捐赠防疫物资#,李梦涵0307,8分钟前 来自vivoS12,https://weibo.com/7302929618?refer_flag=1001030103_
//@王一博_WYBBar:王一博wyb#王一博给上海捐赠防疫物资#wyb#王一博公益#感谢一线防疫工作人员。辛苦啦！疫情快快散去，就让我们一起加油吧！@UNIQ-王一博,耶啵乐高,8分钟前 来自HUAWEIP30Pro,https://weibo.com/7730175546?refer_flag=1001030103_
#复工复产#【有序复工复产消防安全提示】疫情防控任务依然艰巨，在做好复工复产各项防疫任务的同时，也要关注消防安全，筑牢单位“防火墙”，努力实现特殊时期“零火情”。#科普消防说##上海发布复工复产疫情防控指引#​​​,吉林森林消防,8分钟前,https://weibo.com/7079703736?refer_flag=1001030103_
//@Justin黄明昊_0219会会:黄明昊❤️#黄明昊给上海捐赠防疫物资#黄明昊@jjjustin0219向上海捐赠一批升级版防疫礼包，感谢一线工作人员和志愿者的付出，和黄明昊一起为上海加油#致敬守沪者# ,轻舟漫江汀·,8分钟前,https://weibo.com/5678611288?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#.#正能量艺人王一博#希望上海早日战胜疫情！王一博真的很善良很棒！​,woshi尘世的风,8分钟前 来自iPhone客户端,https://weibo.com/2290651133?refer_flag=1001030103_
//@Justin黄明昊的宣宣:黄明昊·#抗疫守护计划#黄明昊向上海捐赠防疫物资，致敬一线工作人员和志愿者，感谢守沪者们的付出，和黄明昊@jjjustin0219一起为上海加油,轻舟漫江汀·,8分钟前,https://weibo.com/5678611288?refer_flag=1001030103_
//@Justin黄明昊_0219会会:黄明昊❤️#黄明昊给上海捐赠防疫物资#黄明昊@jjjustin0219向上海捐赠一批升级版防疫礼包，感谢一线工作人员和志愿者的付出，和黄明昊一起为上海加油#致敬守沪者# ,-我想成为rapstar,9分钟前 来自宋亚轩的小海螺,https://weibo.com/6008340791?refer_flag=1001030103_
作为一个普通的上海市民的我，原本也以为只要老老实实的呆在家里，过个把月这个城市就会好起来的。可在这近40多天的封控期里，漫天飞舞，真真假假的“瓜”让人应接不暇。本着公民应有的“基本素质”，本人选择了相信ZF即“不信谣”，“不传谣”。可事实却是“愈演愈烈”到让我们不得不去沉思这背后的原​展开c,栋靖_Lawliet,9分钟前 来自iPhone客户端,https://weibo.com/1531603047?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#正能量艺人王一博！前不久也给吉林捐了！,拥抱幸福的小鸟儿啊,9分钟前 来自vivoAI智慧拍照X21i,https://weibo.com/6276893556?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#王一博静悄悄地做了很多好事。//@拥抱幸福的小鸟儿啊:#王一博给上海捐赠防疫物资#王一博摸摸做好事！悄悄地在好久之前给吉林也捐了！#王一博#,赤绛丹朱,9分钟前 来自荣耀20S,https://weibo.com/5763365714?refer_flag=1001030103_
#黄明昊给上海捐赠防疫物资#,川泽肆肆,9分钟前 来自nova4e3200W立体美颜,https://weibo.com/6577544936?refer_flag=1001030103_
#黄明昊给上海捐赠防疫物资#,川泽肆肆,9分钟前 来自nova4e3200W立体美颜,https://weibo.com/6577544936?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#好有趣又好有爱！@UNIQ-王一博,睡草兰香慕博博,9分钟前 来自iPhone客户端,https://weibo.com/6082004910?refer_flag=1001030103_
#黄明昊给上海捐赠防疫物资#,川泽肆肆,9分钟前 来自nova4e3200W立体美颜,https://weibo.com/6577544936?refer_flag=1001030103_
//@Justin黄明昊的宣宣:黄明昊·#抗疫守护计划#黄明昊向上海捐赠防疫物资，致敬一线工作人员和志愿者，感谢守沪者们的付出，和黄明昊@jjjustin0219一起为上海加油,我的哥哥真棒,9分钟前 来自iPhone11,https://weibo.com/6552414718?refer_flag=1001030103_
以环保为由劝返的河南漂流哥回到河南，受到了河南民众热情的欢迎，在高速口拉满了欢迎漂流哥的横幅。漂流哥的真心总算回到老家得到了维护和尊敬，他还是当地神鹰救援队的队员。看了这么多，其实他真的是个单纯做好事的人，河南，山西，汶川，陕西，上海哪儿有难他去哪儿，不光是大车司机，很多防疫人​展开c,香蕉没毛病,9分钟前 来自微博视频号,https://weibo.com/2039250863?refer_flag=1001030103_
#UNIQ-王一博##王一博给上海捐赠防疫物资#正能量的小博,齐天小圣72675,9分钟前 来自HUAWEIP30,https://weibo.com/7495759777?refer_flag=1001030103_
@Justin黄明昊的宣宣:黄明昊·#抗疫守护计划#黄明昊向上海捐赠防疫物资，致敬一线工作人员和志愿者，感谢守沪者们的付出，和黄明昊@jjjustin0219一起为上海加油,汀汀多吃肉219,9分钟前 来自真我GTNeo2,https://weibo.com/5684368777?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#王一博#正能量艺人王一博#,夢中滑板boy,9分钟前 来自Android,https://weibo.com/7362449338?refer_flag=1001030103_
//@大风洒兮:不应该把对上海市防疫工作的不满，随意倾泄到普通上海市民身上，他们也是受害者，最近这种事情太多了。愿上海市民都有一颗强大的心脏，在特殊时期要更加坚强。🙏🙏,夢境處理器,9分钟前 来自非真實CPUHarmonyOS设备,https://weibo.com/2453790161?refer_flag=1001030103_
【石家庄市疾病预防控制中心健康提示】当前，国内省内发生多起聚集性疫情，防控形势异常严峻复杂。奥密克戎变异株传播速度快、传染力强、隐匿性强。进入4月份以来，从官方公布的数据来看，上海本轮疫情仍处于高位发展态势，2022年4月20日0-24时，上海市新增本土新型冠状病毒肺炎确诊病例2634例、无症​展开c,石家庄广播电视台,10分钟前 来自微博weibo.com,https://weibo.com/5110126116?refer_flag=1001030103_
【石家庄市疾病预防控制中心健康提示】当前，国内省内发生多起聚集性疫情，防控形势异常严峻复杂。奥密克戎变异株传播速度快、传染力强、隐匿性强。进入4月份以来，从官方公布的数据来看，上海本轮疫情仍处于高位发展态势，2022年4月20日0-24时，上海市新增本土新型冠状病毒肺炎确诊病例2634例、无症​展开c,石时关注,10分钟前 来自微博weibo.com,https://weibo.com/5602045566?refer_flag=1001030103_
【首批货车司机防疫服务站公布】为切实做好对货车司机的疫情防控和服务保障，浙江省各县（市、区）设立了82个货车司机防疫服务站，为执行往返上海等中高风险地区、承担重点物资运输保障任务的货车司机提供住宿、餐饮、停车、抗原和核酸检测、车辆消杀等服务。via浙江交通发布​,湖州发布,10分钟前 来自政务直通车,https://weibo.com/3514408660?refer_flag=1001030103_
//@Justin黄明昊_0219会会:黄明昊❤️#黄明昊给上海捐赠防疫物资#黄明昊@jjjustin0219向上海捐赠一批升级版防疫礼包，感谢一线工作人员和志愿者的付出，和黄明昊一起为上海加油#致敬守沪者# ,川泽肆肆,10分钟前 来自nova4e3200W立体美颜,https://weibo.com/6577544936?refer_flag=1001030103_
//@YIBO护啵猫爷·:#王一博给上海捐赠防疫物资#wyb酷盖王一博#正能量艺人王一博#上海摩托姐姐感谢你，大家都很想你！愿疫情早日过去，早日与你相见！@UNIQ-王一博,小馋猫是谁,10分钟前 来自OPPOK1,https://weibo.com/2740323380?refer_flag=1001030103_
//@Justin黄明昊的宣宣:黄明昊·#抗疫守护计划#黄明昊向上海捐赠防疫物资，致敬一线工作人员和志愿者，感谢守沪者们的付出，和黄明昊@jjjustin0219一起为上海加油,川泽肆肆,10分钟前 来自nova4e3200W立体美颜,https://weibo.com/6577544936?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#水晶般心灵的@UNIQ-王一博,睡草兰香慕博博,10分钟前 来自iPhone客户端,https://weibo.com/6082004910?refer_flag=1001030103_
#王一博给上海捐赠防疫物资#啵啵充满正能量❤真的一直都很棒.喜欢你很幸运最幸运的幸运,拍给你这里的月色看吧0905,10分钟前 来自RedmiK30全速热爱,https://weibo.com/5290804225?refer_flag=1001030103_
