微博内容,发布者名称,发布时间以及设备,发布者主页
时隔多年，我才真正懂得错过的含义#天亮以前说再见-SA;何野#​,旎旎区,02月10日01:14 来自iPhone客户端,https://weibo.com/5789802792?refer_flag=1001030103_
何野问猪有蹄真心话来看看美女喜欢什么类型的！#娱乐综艺##明星日常#L西城余忆hot的微博视频​,西城余忆h,02月09日14:15 来自微博视频号,https://weibo.com/2758853533?refer_flag=1001030103_
何野​,草莓乱斗陪玩_永劫陪玩店,02月09日12:15 来自新版微博weibo.com,https://weibo.com/7527460341?refer_flag=1001030103_
我梦到我在柳林街头偶遇何野​,小刘同学爱喝杨枝甘露,02月09日09:08 来自iPhone客户端,https://weibo.com/5646236783?refer_flag=1001030103_
　　《喑哑》byTanno　　文案：　　让我飞一次。　　文化生x舞蹈生（古典舞）　　裴梧x何野　　少年心动，一动一生　　现实向高中生活，致郁x治愈。　　1v1/HE/年下/叛逆少年/互相救赎/双向奔赴阅读地址：O网页链接​,_听她说_,02月09日07:54 来自iPhone客户端,https://weibo.com/5150280650?refer_flag=1001030103_
　　《喑哑》byTanno　　文案：　　让我飞一次。　　文化生x舞蹈生（古典舞）　　裴梧x何野　　少年心动，一动一生　　现实向高中生活，致郁x治愈。　　1v1/HE/年下/叛逆少年/互相救赎/双向奔赴阅读地址：O网页链接​,嘿你个哆啦小叮当,02月09日07:53 来自史上最硬核机型,https://weibo.com/2172085040?refer_flag=1001030103_
随后何野承认jb和cg，说打人是因为女方太强势不尊重人，对此你怎么看！#娱乐综艺##明星日常#L追风--浪子的微博视频​,追风--浪子,02月07日13:54 来自微博视频号,https://weibo.com/2140466443?refer_flag=1001030103_
我正在听何野的歌曲《天亮以前说再见》（来自@酷狗音乐），你也来听听吧！K天亮以前说再见​,二狗子哥土豪啊,02月06日23:44 来自手机酷狗安卓版,https://weibo.com/5168584486?refer_flag=1001030103_
何野《天亮以前说再见》K天亮以前说再见@QQ音乐​,微笑的apple果,02月06日12:45 来自QQ音乐,https://weibo.com/6220639328?refer_flag=1001030103_
节气，happyChinesenewyear，这是要和韩国人干一架的样子啊，我妈锐评：“节气是韩国的就像颛顼是米易的一样。”以及全家一起看冬奥开幕，何野同学私自睡倒在沙发上，逆子也。​,何野野啊,02月04日23:22 来自iPad客户端,https://weibo.com/5267769835?refer_flag=1001030103_
开始想象了假如是j家人...//@搞口辣妹:。归离何野//@Rokugatsunotenshi:好日哦//@Gender_Less:这不是99……🥲好霓虹,李被卡w,02月02日21:22 来自iPhone客户端,https://weibo.com/2704377465?refer_flag=1001030103_
我直接好家伙//@搞口辣妹:。归离何野//@Rokugatsunotenshi:好日哦//@Gender_Less:这不是99……🥲好霓虹,滑行小鸽,02月02日17:33 来自三星GalaxyS10,https://weibo.com/5476991415?refer_flag=1001030103_
。归离何野//@Rokugatsunotenshi:好日哦//@Gender_Less:这不是99……🥲好霓虹,搞口辣妹,02月02日17:29 来自妻奴iPhone客户端,https://weibo.com/3889612935?refer_flag=1001030103_
何野《天亮以前说再见》K天亮以前说再见@QQ音乐水花只能开在雨天烟花要绽放在黑夜雪花多舍不得冬天像我舍不得和你说再见谎言并不代表欺骗诺言也不一定兑现誓言就都留给时间就请把从前留在今天天亮以前说再见笑着泪流满面去迎接应该你的更好的明天昙花若只一现更要开的耀眼别回​展开c,娜娜912,02月02日11:57 来自QQ音乐,https://weibo.com/5311736958?refer_flag=1001030103_
分享一个不错的MV：何野-《何野-天亮以前说再见》（来自@酷狗音乐海量曲库，极致音质）O网页链接​,用户6488875156,02月01日03:47 来自手机酷狗安卓版,https://weibo.com/6488875156?refer_flag=1001030103_
何野新年快乐​,喵哥敲可爱,02月01日00:24 来自何野超话,https://weibo.com/5504353928?refer_flag=1001030103_
何野辞暮尔尔烟火年年金虎贺岁欢乐祥瑞​​​,思珏梨奈,02月01日00:03 来自何野超话,https://weibo.com/5552795063?refer_flag=1001030103_
何野晚安​,思珏梨奈,02月01日00:01 来自何野超话,https://weibo.com/5552795063?refer_flag=1001030103_
何野一切顺遂!​,思珏梨奈,02月01日00:01 来自何野超话,https://weibo.com/5552795063?refer_flag=1001030103_
何野2月啦!!!​,思珏梨奈,02月01日00:01 来自何野超话,https://weibo.com/5552795063?refer_flag=1001030103_
何野祝大家虎虎生威!​,思珏梨奈,02月01日00:00 来自何野超话,https://weibo.com/5552795063?refer_flag=1001030103_
何野新春快乐​,思珏梨奈,02月01日00:00 来自何野超话,https://weibo.com/5552795063?refer_flag=1001030103_
何野过年好​,思珏梨奈,02月01日00:00 来自何野超话,https://weibo.com/5552795063?refer_flag=1001030103_
新的一年继续爱何野爱何野​,爱喝杨枝甘露呢-,01月31日22:56 来自OnePlus8,https://weibo.com/6327794113?refer_flag=1001030103_
何野5​,白敬亭可以不举铁,01月30日11:23 来自何野超话,https://weibo.com/5494678250?refer_flag=1001030103_
何野4​,白敬亭可以不举铁,01月30日11:23 来自何野超话,https://weibo.com/5494678250?refer_flag=1001030103_
何野3​,白敬亭可以不举铁,01月30日11:23 来自何野超话,https://weibo.com/5494678250?refer_flag=1001030103_
何野2​,白敬亭可以不举铁,01月30日11:23 来自何野超话,https://weibo.com/5494678250?refer_flag=1001030103_
何野1​,白敬亭可以不举铁,01月30日11:23 来自何野超话,https://weibo.com/5494678250?refer_flag=1001030103_
何野水一下​,白敬亭可以不举铁,01月30日11:23 来自何野超话,https://weibo.com/5494678250?refer_flag=1001030103_
何野早​,白敬亭可以不举铁,01月30日11:22 来自何野超话,https://weibo.com/5494678250?refer_flag=1001030103_
何野早呀​,喵哥敲可爱,01月30日08:06 来自何野超话,https://weibo.com/5504353928?refer_flag=1001030103_
何野《天亮以前说再见》K天亮以前说再见@QQ音乐​,飞奔中的自己,01月29日20:34 来自iPhone客户端,https://weibo.com/5101645660?refer_flag=1001030103_
何野《天亮以前说再见》K天亮以前说再见@QQ音乐​,California的象牙海岸,01月28日22:46 来自QQ音乐,https://weibo.com/6104557245?refer_flag=1001030103_
何野《天亮以前说再见》K天亮以前说再见@QQ音乐好喜欢这首歌，喜欢到上次在街上听到了这首歌，听完才走哈哈哈哈哈哈哈哈哈哈，何野太帅了​,莫夕2017,01月28日21:14 来自QQ音乐,https://weibo.com/6251350284?refer_flag=1001030103_
何野问薛小婉真心话：1.上一次吃饭是什么时候？2.存款多少？3.有没有自己买过棒棒？4.有没有自摸过？L乘郎泥的微博视频​,乘郎泥,01月28日21:06 来自微博视频号,https://weibo.com/5459481830?refer_flag=1001030103_
何野要乐死我了​,Lovely汝云燕儿,01月28日21:03 来自iPhone客户端,https://weibo.com/5205064028?refer_flag=1001030103_
何野晚上好​,喵哥敲可爱,01月28日19:45 来自何野超话,https://weibo.com/5504353928?refer_flag=1001030103_
何野问薛小婉真心话：1.上一次吃饭是什么时候？上个月2.存款多少？3.有没有自己买过棒棒？没有4.有没有自摸过？没有，从来不会L一起来吃瓜201705的微博视频​,一起来吃瓜201705,01月28日16:58 来自iPhone客户端,https://weibo.com/7721838976?refer_flag=1001030103_
薛小婉PK何野输了回答几个真心话！1，上次吃饭是什么时候？上个月！2，有多少存款？小婉说这个不能回答！3，有没有买过棒棒？没有！4，距离上次打麻将自摸什么时候？不会打麻将！，L不凡网娱的微博视频​,不凡网娱,01月28日14:11 来自iPhone11,https://weibo.com/6346551866?refer_flag=1001030103_
何野问薛小婉真心话：1.上一次吃饭是什么时候？上个月2.存款多少？3.有没有自己买过棒棒？没有4.有没有自摸过？没有，从来不会L剧娱_的微博视频​,剧娱_,01月28日08:59 来自微博视频号,https://weibo.com/5122926528?refer_flag=1001030103_
何野PK博雅，博雅输啦深情地向何野表白！L我要上贵圈-的微博视频​,我要上贵圈-,01月28日05:03 来自微博视频号,https://weibo.com/6823660709?refer_flag=1001030103_
薛小婉PK何野输了回答几个真心话！1，上次吃饭是什么时候？上个月！2，有多少存款？小婉说这个不能回答！3，有没有买过棒棒？没有！4，距离上次打麻将自摸什么时候？不会打麻将！L快手视点的微博视频​,快手视点,01月28日05:00 来自微博视频号,https://weibo.com/2459036303?refer_flag=1001030103_
薛小婉连麦何野，薛小婉输了回答真心话！1，上次吃饭是什么时候？上个月2，有多少存款？小婉说这个不能回答3，有没有买过棒棒？没有？4，距离上次打麻将自摸什么时候？不会打麻将5，小婉不让问了，何野也不敢问了！L我要上贵圈-的微博视频​,我要上贵圈-,01月28日03:45 来自微博视频号,https://weibo.com/6823660709?refer_flag=1001030103_
#王志安何野超话#【代买车票诈骗】2019年1月1日代买车票诈骗​,监督约束严惩公权力利国利民,01月28日03:12 来自微博新鲜事,https://weibo.com/7705226087?refer_flag=1001030103_
何野吃牛排啦哈哈哈最后吃累了​,傅艺涵-,01月28日00:56 来自何野超话,https://weibo.com/7364199626?refer_flag=1001030103_
何野问网红媳妇五个真心话！1.你打官司解约的话得赔多少qian？2.你现在有多少存款？3.买完房与车以后，打官司赔qian咋整？4.你现在平均一个月挣多少？5.以前在团队最认厌那一个女生？L快手新闻爆料的微博视频​,快手新闻爆料,01月27日21:47 来自微博视频号,https://weibo.com/2423429500?refer_flag=1001030103_
何野问网红媳妇五个真心话！1.你打官司解约的话得赔多少qian？2.你现在有多少存款？3.买完房与车以后，打官司赔qian咋整？4.你现在平均一个月挣多少？5.以前在团队最认厌那一个女生？L快手视点的微博视频​,快手视点,01月27日17:00 来自微博视频号,https://weibo.com/2459036303?refer_flag=1001030103_
何野问网红媳妇真心话：1.你打官司解约的话得赔多少钱？2.你现在有多少存款？3.买完房，车以后，打官司赔钱咋整？4.你现在平均一个月挣多少？5.以前在团队最认厌那一个女生？L乘郎泥的微博视频​,乘郎泥,01月27日16:46 来自微博视频号,https://weibo.com/5459481830?refer_flag=1001030103_
何野问网红媳妇五个真心话1.你打官司解约的话得赔多少钱？2.你现在有多少存款？3.买完房，车以后，打官司赔钱咋整？4.你现在平均一个月挣多少？5.以前在团队最认厌那一个女生？L一起来吃瓜201705的微博视频​,一起来吃瓜201705,01月27日15:26 来自iPhone客户端,https://weibo.com/7721838976?refer_flag=1001030103_
何野问网红媳妇五个真心话1.你打官司解约的话得赔多少钱？2.你现在有多少存款？3.买完房，车以后，打官司赔钱咋整？4.你现在平均一个月挣多少？5.以前在团队最认厌那一个女生？L剧娱_的微博视频​,剧娱_,01月27日15:19 来自微博视频号,https://weibo.com/5122926528?refer_flag=1001030103_
何野问网红媳妇五个真心话！1，你打官司得赔多少钱！2，你有多少存款！3，买完房，车以后，打官司赔钱咋整！4，你现在平均一个月挣多少！5，在团队最认厌那一个女孩L我要上贵圈-的微博视频​,我要上贵圈-,01月27日14:29 来自微博视频号,https://weibo.com/6823660709?refer_flag=1001030103_
看这段想起这首歌“天亮以前说再见，笑着泪流满面”何野《天亮以前说再见》K天亮以前说再见@QQ音乐​,该用户已註肖_,01月27日10:44,https://weibo.com/5599698566?refer_flag=1001030103_
何野又连麦褒姒！晚上何野连麦褒姒，约定PK惩罚唱歌，随后何野输了，被惩罚唱歌，但歌不是褒姒点的，是何野自己要唱的！L我要上贵圈-的微博视频​,我要上贵圈-,01月27日02:08 来自微博视频号,https://weibo.com/6823660709?refer_flag=1001030103_
何野PK褒姒输了唱《爱似水仙》褒姒称何野唱歌还是好听的！有网友公屏打字称唱哭我了！L快手视点的微博视频​,快手视点,01月27日01:41 来自微博视频号,https://weibo.com/2459036303?refer_flag=1001030103_
何野安​,思珏梨奈,01月27日00:03 来自何野超话,https://weibo.com/5552795063?refer_flag=1001030103_
何野别回忆L追光者Rose的微博视频​,看211遍不知名的海,01月26日21:24 来自何野超话,https://weibo.com/5856175201?refer_flag=1001030103_
何野​,喵哥敲可爱,01月26日18:17 来自何野超话,https://weibo.com/5504353928?refer_flag=1001030103_
何野《天亮以前说再见》K天亮以前说再见@QQ音乐谁不喜欢emo歌那谁就是装的​,wlw_flh,01月26日14:46 来自昊然怀里的iPhone客户端,https://weibo.com/7077109171?refer_flag=1001030103_
何野《天亮以前说再见》K天亮以前说再见@QQ音乐​,灵音指绕丶灼空,01月26日01:18 来自QQ音乐,https://weibo.com/5127522488?refer_flag=1001030103_
何野晚安​,思珏梨奈,01月26日00:00 来自何野超话,https://weibo.com/5552795063?refer_flag=1001030103_
褒姒连麦前男友何野，并唱了一首歌，何野夸赞褒姒唱的好听L乘郎泥的微博视频​,乘郎泥,01月25日12:27 来自微博视频号,https://weibo.com/5459481830?refer_flag=1001030103_
褒姒连麦前男友何野：褒姒输了唱了一首歌，唱到一半不唱了，于是何野让褒姒唱完，并夸赞褒姒唱的好听L剧娱_的微博视频​,剧娱_,01月25日09:36 来自微博视频号,https://weibo.com/5122926528?refer_flag=1001030103_
何野小年快乐@何野z​,喵哥敲可爱,01月25日09:26 来自何野超话,https://weibo.com/5504353928?refer_flag=1001030103_
何野PK褒姒，谁输了唱首歌！最后褒姒输了唱了一首歌《最后的人》L快手视点的微博视频​,快手视点,01月25日02:01 来自微博视频号,https://weibo.com/2459036303?refer_flag=1001030103_
何野连麦褒姒！褒姒PK输啦直播唱歌！褒姒直播何野前来连麦，褒姒说我又要上八卦了，随后褒姒PK输了被惩罚唱歌，让自己粉丝点歌，褒姒选择了粉丝点的一首歌，进行了深情演唱，褒姒还谦虚的说自己唱的不好听，结果一开口犹如天籁之音，粉丝纷纷赞不绝口，好听！L我要上贵圈-的微博视频​,我要上贵圈-,01月25日01:51 来自微博视频号,https://weibo.com/6823660709?refer_flag=1001030103_
褒姒唱歌直播，何野前来连麦，褒姒说哎哟又得上八卦了！那咱们就上个呗！这是第1段，由于不是一个手机录的屏，所以分成两段，大家先欣赏一下褒姒唱歌吧，连我都听得入迷了，等会发第2段！L我要上贵圈-的微博视频​,我要上贵圈-,01月25日01:27 来自微博视频号,https://weibo.com/6823660709?refer_flag=1001030103_
何野晚安​,思珏梨奈,01月24日22:10 来自何野超话,https://weibo.com/5552795063?refer_flag=1001030103_
逐风最帅喽薛小婉直播连麦问何野真心话！薛小婉：你在泰国吃饭了没有？何野：没有！薛小婉：你对董一涵昨天的直播有什么感想？何野：没有什么感想，就是我渣男，逮谁伤谁，就是我这样的，说的都是对的！.#网红秘密##网红##八卦#L胖虎娱乐而已的微博视频​,胖虎娱乐而已,01月24日21:35 来自逐风最帅喽超话,https://weibo.com/6548169759?refer_flag=1001030103_
薛小婉与何野Pk，小黄豆连刷穿云箭和金龙，帮薛小婉赢了PK！小黄豆这是多么的痛恨家*暴男呀L圈内暮雪的微博视频​,圈内暮雪,01月24日18:27 来自微博视频号,https://weibo.com/7042680422?refer_flag=1001030103_
董一涵谈到何野出*轨并家bao猫猫，称自己也被前男友何野数次出*轨和家bao！董一涵直言：女生如果原谅出*轨和家bao，以后的日子就别想好过了L圈内暮雪的微博视频​,圈内暮雪,01月24日18:01 来自微博视频号,https://weibo.com/7042680422?refer_flag=1001030103_
薛小婉问何野五个真心话：1.你最近吃饭是什么时候？2.上一次奖励自己是什么时候？3.你离婚了吗？4.上一次去泰国吃饭了吗？5.你想在对于董一涵是什么感想？L乘郎泥的微博视频​,乘郎泥,01月24日16:08 来自微博视频号,https://weibo.com/5459481830?refer_flag=1001030103_
薛小婉直播连麦问何野真心话！薛小婉：你在泰国吃饭了没有？何野：没有！薛小婉：你对董一涵昨天的直播有什么感想？何野：没有什么感想，就是我渣男，逮谁伤谁，就是我这样的，说的都是对的！，L不凡网娱的微博视频​,不凡网娱,01月24日14:03 来自iPhone11,https://weibo.com/6346551866?refer_flag=1001030103_
薛小婉问何野真心话：1.你最近吃饭是什么时候？2.上一次奖励自己是什么时候？3.你离婚了吗？4.上一次去泰国吃饭了吗？5.你想在对于董一涵是什么感想？L剧娱_的微博视频​,剧娱_,01月24日13:21 来自微博视频号,https://weibo.com/5122926528?refer_flag=1001030103_
褒姒前男友何野尴尬连麦小越何野称：我不管你cp不cp得L乘郎泥的微博视频​,乘郎泥,01月24日12:41 来自微博视频号,https://weibo.com/5459481830?refer_flag=1001030103_
褒姒前男友何野尴尬连麦小越：公屏粉丝称：褒姒与小越是cp，何野称我不管你cp不cp的于是两个人就开始pk了，何野输了，做20个俯卧撑，小越表示，其实不用做标准的，快速做就可以了，何野称，我做的都是标准的，不标准的不会做L剧娱_的微博视频​,剧娱_,01月24日11:31 来自微博视频号,https://weibo.com/5122926528?refer_flag=1001030103_
何野跟小来​,芝士味黄油,01月24日10:35 来自iPhone客户端,https://weibo.com/7471463653?refer_flag=1001030103_
薛小婉问何野真心话！薛小婉：你在泰国吃饭了没有？何野：没有！薛小婉：你对董一涵昨天的直播有什么感想？何野：没有什么感想，就是我渣男，逮谁伤谁，就是我这样的，说的都是对的！L快手视点的微博视频​,快手视点,01月24日04:40 来自微博视频号,https://weibo.com/2459036303?refer_flag=1001030103_
我正在听何野的歌曲《天亮以前说再见》（来自@酷狗音乐），你也来听听吧！K天亮以前说再见​,ai-oko,01月24日02:20 来自手机酷狗安卓版,https://weibo.com/7111011189?refer_flag=1001030103_
薛小婉问何野：“对于昨天董一涵的直播，你有什么感想”？何野表示：“没有什么感想，就是我渣男，逮谁伤谁，就是我这样的，说的都是对的”！L我要上贵圈-的微博视频​,我要上贵圈-,01月24日01:36 来自微博视频号,https://weibo.com/6823660709?refer_flag=1001030103_
董一涵谈到何野出轨家暴猫猫，称自己也被前男友数次出轨和家暴！董一涵直言：女生如果原谅出轨和家暴，以后的日子就别想好过了！L快手视点的微博视频​,快手视点,01月23日18:59 来自微博视频号,https://weibo.com/2459036303?refer_flag=1001030103_
董一涵何野分手后再次连麦唱“难以启齿的柔弱”并且两个人目前都是苏州，董一涵还是超级管理员L乘郎泥的微博视频​,乘郎泥,01月23日17:18 来自微博视频号,https://weibo.com/5459481830?refer_flag=1001030103_
董一涵痛哭斥责前任何野称：他和我在一起从来没有喜欢过我！他和我在一起的时候，他别人打电话陪别人直播！我却不能给他打电话，我不能给他发信息！你和褒姒你俩就是和好的关系，跟我有什么关系呢？今天你这种人出gui还打别人，你觉得你错了吗？你这个人就是这样，永远只考虑你自己的关系，从来不考虑​展开c,洋哥八卦,01月23日16:14 来自微博视频号,https://weibo.com/6021559157?refer_flag=1001030103_
董一涵痛哭斥责前任何野称：他和我在一起从来没有喜欢过我！他和我在一起的时候，他别人打电话陪别人直播！我却不能给他打电话，我不能给他发信息！你和褒姒你俩就是和好的关系，跟我有什么关系呢？今天你这种人出gui还打别人，你觉得你错了吗？你这个人就是这样，永远只考虑你自己的关系，从来不考虑​展开c,我要上贵圈-,01月23日15:12 来自微博视频号,https://weibo.com/6823660709?refer_flag=1001030103_
董一涵何野连麦全过程，直播间都在说爷青回，并且董一涵还是超级管理员，又唱起了那首歌“难以启齿的柔弱”挺温馨的画面！粉丝纷纷扣字久违了！L我要上贵圈-的微博视频​,我要上贵圈-,01月23日14:59 来自微博视频号,https://weibo.com/6823660709?refer_flag=1001030103_
投稿：董一涵何野分手后再次连麦唱“难以启齿的柔弱”并且两个人目前都是苏州，董一涵还是超级管理员L剧娱_的微博视频​,剧娱_,01月23日10:15 来自微博视频号,https://weibo.com/5122926528?refer_flag=1001030103_
董一涵痛哭斥责前任何野称：他和我在一起从来没有喜欢过我！他和我在一起的时候，他别人打电话陪别人直播！我却不能给他打电话，我不能给他发信息！你和褒姒你俩就是和好的关系，跟我有什么关系呢？今天你这种人出gui还打别人，你觉得你错了吗？你这个人就是这样，永远只考虑你自己的关系，从来不考虑​展开c,快手视点,01月23日06:11 来自微博视频号,https://weibo.com/2459036303?refer_flag=1001030103_
董一涵痛哭喊话何野：“你说喜欢我的时候，你和你前女友不断，你们在一起在国外，然后你们在一起连麦！结果我成什么了？你说喜欢我俩面，我在你心里却从来第三第四都排不上！”PS：何野前段时间前女友排名称：第一猫猫！第二褒姒！董一涵是其次，因为在一起的时间太短了！L快手视点的微博视频​,快手视点,01月23日05:15 来自微博视频号,https://weibo.com/2459036303?refer_flag=1001030103_
网友投稿：董一涵何野连麦了，直播间都在说爷青回，并且董一涵还是超级管理员，又唱起了那首歌“难以启齿的柔弱”挺温馨的画面！并且俩人都在苏州！L快手视点的微博视频​,快手视点,01月23日03:55 来自微博视频号,https://weibo.com/2459036303?refer_flag=1001030103_
董一涵酒后落泪感慨：活到至今我都没有成为一个人心中的挚爱，我都是那个就是别人随意想抛弃就抛弃的人啊！除了我爸妈，没有人就是说把我放在心里很重要的位置！你知道我就像一个垃圾，你看得上我的时候，愿意跟我在一起！你看不上我的时候，就把我丢一边了，我就对你来说无所谓了是吧，真的没有办法！​展开c,快手视点,01月23日02:07 来自微博视频号,https://weibo.com/2459036303?refer_flag=1001030103_
服了我都2022了还在看何野这点事不过这么多任吧确实是zxn最好看​,钻石要三颗,01月22日23:34 来自RedmiNote7Pro,https://weibo.com/7310851110?refer_flag=1001030103_
邓川公开支持何野，被前任骂真恶心！是谁呢？L快手视点的微博视频​,爱吃瓜的小鳄娱,01月22日08:25 来自美女帅哥·视频社区,https://weibo.com/3709086731?refer_flag=1001030103_
适合冬天听的歌何野《天亮以前说再见》K天亮以前说再见@QQ音乐​,平陆成江jpg,01月22日07:10 来自QQ音乐,https://weibo.com/7385526088?refer_flag=1001030103_
聂可以画面配这bgm何野多多少少有点心酸的样子哈哈哈哈哈哈哈哈哈哈哈哈但是还是好笑又心酸LHG小伟总的微博视频​,HG小伟总,01月22日00:14 来自聂可以超话,https://weibo.com/7319024132?refer_flag=1001030103_
网友投稿：邓川公开支持何野，被前任骂真恶心！是谁呢？L我要上贵圈-的微博视频​,我要上贵圈-,01月21日22:15 来自微博视频号,https://weibo.com/6823660709?refer_flag=1001030103_
邓川公开支持何野，被前任骂真恶心！是谁呢？L快手视点的微博视频​,快手视点,01月21日21:47 来自微博视频号,https://weibo.com/2459036303?refer_flag=1001030103_
何野晚安​,喵哥敲可爱,01月21日21:23 来自何野超话,https://weibo.com/5504353928?refer_flag=1001030103_
何野称猫猫挠的我满身xue，她爸妈还要我道歉！何野讲述自己对猫猫的不满，称最主要的一件事就是有一次猫猫觉得我穿豆豆鞋不好看，然后把我挠的满身xue！但是伤害我的是她爸妈，她爸和我说你给我姑娘道歉这个事就拉倒了！她妈妈说我活该，你应该穿她为你准备的衣服和鞋，她就不会打你！​展开c,洋哥八卦,01月21日13:16 来自微博视频号,https://weibo.com/6021559157?refer_flag=1001030103_
何野何以动情野此一时.​,白敬亭可以不举铁,01月21日12:02 来自何野超话,https://weibo.com/5494678250?refer_flag=1001030103_
何野称猫猫挠的我满身xue，她爸妈还要我道歉！何野讲述自己对猫猫的不满，称最主要的一件事就是有一次猫猫觉得我穿豆豆鞋不好看，然后把我挠的满身xue！但是伤害我的是她爸妈，她爸和我说你给我姑娘道歉这个事就拉倒了！她妈妈说我活该，你应该穿她为你准备的衣服和鞋，她就不会打你！​展开c,快手视点,01月21日05:08 来自微博视频号,https://weibo.com/2459036303?refer_flag=1001030103_
何野《天亮以前说再见》K天亮以前说再见@QQ音乐​,KellyZhangzz,01月21日01:06 来自iPhone11ProMax(金色),https://weibo.com/1880557113?refer_flag=1001030103_
何野前妻猫猫称要把女儿“姓”改了！猫猫并回应不给何野发工资一事表示：什么叫没工资？他手机坏了，我给他换手机！他生日我给他转了10000！刚认识的时候我给他买了70000多衣服，他买20多w的手表，我还给他添了10w！他买电脑我还给他1w！我拿出去转账记录，他说不过我就打我！#何野家暴猫猫#​展开c,洋哥八卦,01月20日21:02 来自微博视频号,https://weibo.com/6021559157?refer_flag=1001030103_
何野前妻猫猫称要把女儿“姓”改了！猫猫并回应不给何野发工资一事表示：什么叫没工资？他手机坏了，我给他换手机！他生日我给他转了10000！刚认识的时候我给他买了70000多衣服，他买20多w的手表，我还给他添了10w！他买电脑我还给他1w！我拿出去转账记录，他说不过我就打我！L快手视点的微博视频​,快手视点,01月20日19:27 来自微博视频号,https://weibo.com/2459036303?refer_flag=1001030103_
何野都会好的吧...​,思珏梨奈,01月20日17:54 来自何野超话,https://weibo.com/5552795063?refer_flag=1001030103_
何野表示:对猫猫没有什么意见，毕竟她不够成熟，才20岁，虽然我不是她最亲的人，但是我比你们了解他，她毕竟还是一个小屁孩，心智能承受到哪去！L我要上贵圈-的微博视频​,我要上贵圈-,01月20日09:58 来自微博视频号,https://weibo.com/6823660709?refer_flag=1001030103_
何野表示:自己婚内没有出轨，出轨都是婚前的事儿，至于以后和别的女孩处对象，还会不会有打人的事情，何野表示这个不会改，该武艺切磋还是要进行武艺切磋！L我要上贵圈-的微博视频​,我要上贵圈-,01月20日09:47 来自微博视频号,https://weibo.com/6823660709?refer_flag=1001030103_
咋办啊我可太喜欢何野了从高一到现在我都给他取关了但是一看见他照片视频啥的还是心动啊​,o3o曦曦_,01月20日02:04 来自iPhone客户端,https://weibo.com/5344406767?refer_flag=1001030103_
何野晚安​,喵哥敲可爱,01月19日20:28 来自何野超话,https://weibo.com/5504353928?refer_flag=1001030103_
