微博内容,发布者名称,发布时间以及设备,发布者主页
【在乌克兰丽水商人：在乌克兰，持有中国护照的自己很有安全感。】昨天一整天，51岁的徐成强都在忙着和国内的亲人、朋友报平安。徐成强是青田人，已在乌克兰首都基辅做了26年的生意，如今已是乌克兰中国浙江基辅同乡会常务副会长。浙商在乌克兰为数不少，“集中在基辅、敖德萨、哈尔科夫三地，现在​展开c,处州晚报,1分钟前 来自微博weibo.com,https://weibo.com/1485379242?refer_flag=1001030103_
#解码俄乌局势#【#乌克兰局势最新进展#】截至北京时间25日15:30，乌克兰局势最近情况汇总如下：①据美国有线电视新闻网（CNN），当地时间25日早上，乌克兰总统泽连斯基再次发表视频讲话，呼吁西方盟友帮助乌克兰，并第二次批评其盟友“远观”。②乌克兰国防部副部长25日表示，基辅正在遭受导弹袭击。​展开c,中新网国际,1分钟前 来自微博weibo.com,https://weibo.com/3482751907?refer_flag=1001030103_
【#在乌广州女孩称基辅炮声清晰不敢入眠#】#基辅华人半夜被爆炸声惊醒#25日上午，央视网记者连线目前仍在乌克兰首都基辅的广州姑娘Nicole。她告诉记者，基辅半夜的爆炸声将她从睡梦中惊醒，不敢入眠。从她所住的房间窗户向外看去，凌晨5点的基辅市中心街道一片安静，路灯依然通明。目前家里水电和网络​展开c,天津政法,1分钟前 来自微博视频号,https://weibo.com/5897816720?refer_flag=1001030103_
【#在乌华人说中国国旗在基辅脱销#】24日起，乌克兰局势急剧恶化，中国驻乌大使馆提醒：在乌中国公民可在车身明显处贴中国国旗。在乌华人孙先生说，中国国旗在基辅已经脱销了。在大使馆的凝聚下，华人同胞们团结一心，相互照顾，储备的国旗也会拿出来分享。#愿在乌中国公民平安#（人民日报）​展开c,江苏广播,1分钟前 来自iPhone客户端,https://weibo.com/2043351562?refer_flag=1001030103_
主力在元宇宙？//@大漠叔叔:乌的主力到底在哪？一直没纲上，乌丢了基辅可能真丢光了士气。,吾有一剑斩美人,1分钟前 来自iPhone客户端,https://weibo.com/1895144342?refer_flag=1001030103_
【#乌军炸毁桥梁以阻断俄军进攻#】在基辅市中心的总台记者王晋燕介绍，当地时间25日凌晨，自己在两声巨大的爆炸声中醒来；6时开始，半小时内就陆续听到多次爆炸声，爆炸越来越密集。俄军坦克已抵达基辅周边，乌军炸毁基辅附近一座桥梁，以阻断俄军的进攻↓（总台记者王晋燕）#俄乌双方激战#​展开c,夏都西宁,1分钟前 来自微博视频号,https://weibo.com/3881282682?refer_flag=1001030103_
乌克兰国家通讯社24日消息，乌克兰武装部队已经重新控制了距离基辅10公里的位于戈斯托梅利的安东诺夫机场。我看是俄罗斯故意让乌克兰军队重新控制安东诺夫机场的吧，好留个口子让想跑的亲美派尽快跑路。#俄罗斯乌克兰危机##乌军夺回安东诺夫机场#​,策马股道,1分钟前,https://weibo.com/1650356913?refer_flag=1001030103_
【不怕！#你永远可以相信祖国#】“祖国强大，在外不慌。”“我们也不怕，因为背后有祖国。”“今天的日记我得用红笔写。”#中国国旗在基辅脱销##在乌华人拿口红画五星红旗#……请相信，有国旗的地方，就有祖国的守护！​​​,广西普法,1分钟前 来自iPhone客户端,https://weibo.com/5662456428?refer_flag=1001030103_
【#俄乌局势最新动态汇总#】当地时间25日6时左右，乌克兰首都基辅再次传出爆炸声；乌克兰多地拉响防空警报；俄军坦克已抵达基辅周边，目前俄乌双方正激战。#一文看乌克兰昨夜今晨发生了什么#​​↓↓#俄乌双方正在激战#（人民日报）O俄乌局势最新信息汇总​,崆峒发布V,1分钟前 来自360安全浏览器,https://weibo.com/3703718952?refer_flag=1001030103_
#乌克兰战火##俄乌动态速览#【#驻乌大使馆提醒不要穿迷彩服外出#】#驻乌克兰大使馆发布最新提醒#目前，乌克兰安全形势还在迅速变化和急剧恶化之中，各方面安全风险上升。基辅等多个城市已宣布实施宵禁，空中和地面战斗仍在持续。民之安危，从来都是党和政府关心的头等大事。乌危机以来，中国驻乌克兰​展开c,郑州交通广播,1分钟前 来自微博weibo.com,https://weibo.com/1750355192?refer_flag=1001030103_
【#总台记者直播时传来巨大爆炸声#】刚刚，总台记者王晋燕在基辅市中心做连线直播。直播过程中，响起一声巨大的爆炸声↓↓她说，凌晨自己是在两声巨大的爆炸声中醒来。网友：注意安全！#俄乌双方激战#L央视新闻的微博视频​,夏都西宁,1分钟前 来自微博视频号,https://weibo.com/3881282682?refer_flag=1001030103_
这时候新冠在战争面前显得不那么重要了//@qa1ws23://@伊利达雷之怒:NGA上还有个魔兽老哥在基辅出差，下面还有人安慰他“没事基辅不在前线”，然后他回了句“但是前线会靠近基辅啊”，原谅我当时没忍住笑出了声......,badsmile233,1分钟前 来自新版微博weibo.com,https://weibo.com/1343868102?refer_flag=1001030103_
基辅没有那么好拿下，可能北约的支持到了​,林登万大人,1分钟前 来自iPhone13ProMax,https://weibo.com/5647310207?refer_flag=1001030103_
【一图梳理#俄乌冲突时间线#】当地时间25日8时20分许，俄罗斯战斗机群接近乌克兰首都基辅。基辅市防空警报再次拉响，市政府敦促所有市民前往避难所。北京时间2月22日以来，俄乌局势重要节点一图梳理↓↓目前，总台记者仍在前方坚守，@央视新闻持续关注#俄乌局势最新进展#！​​​,魅力皋兰,1分钟前 来自新版微博weibo.com,https://weibo.com/7140398611?refer_flag=1001030103_
#中国国旗在基辅脱销#🇨🇳这面国旗带给了我太多的感动和安心​,XY齊阳阳派大星永远的守护者彦,1分钟前 来自HUAWEIMate30Pro5G,https://weibo.com/5647174992?refer_flag=1001030103_
【现场视频：#基辅拉响防空警报#】总台记者王晋燕在基辅市中心连线报道：现在这里爆炸频率越来越高，#基辅每2至3分钟就有一声爆炸#。现在能听到又拉响了防空警报。基辅也提醒市民，如果在15分钟内连续拉响防空警报，就马上去庇护所。我自己也准备了一个应急背包，如果有什么紧急情况的话，我会马上去附​展开c,夏都西宁,1分钟前 来自微博视频号,https://weibo.com/3881282682?refer_flag=1001030103_
#乌克兰局势#在Trokhizbenka附近，乌克兰军队摧毁了两辆俄罗斯坦克，IFV并迫使敌人撤退。据Ukrinform报道，2月25日上午，乌克兰武装部队总参谋部通知说，乌克兰武装部队的空降突击部队正在迪默尔和伊万基夫定居点地区作战，那里有大量敌方装甲车前进，并在特捷利夫河边界阻止了优势敌军。河上的桥被​展开c,主观少一点,1分钟前 来自新版微博weibo.com,https://weibo.com/7097785661?refer_flag=1001030103_
//@央视新闻:乌克兰首都#基辅发生多起爆炸#，视频↓↓,cbllwude-,1分钟前 来自iPhone客户端,https://weibo.com/1814878335?refer_flag=1001030103_
#俄战斗机群接近基辅#希望乌和俄走上谈判桌，别打了，当兵的也是人，感觉好可怜(இдஇ; )​,手上有颗水晶球,1分钟前 来自HUAWEIMate20Pro,https://weibo.com/3733206540?refer_flag=1001030103_
【7X24小时直击乌克兰现场：俄乌冲突升级监拍基辅街头现状】当地时间24日，乌克兰的多个城市和军事设施遭到俄军导弹袭击，不少群众在前往其他地方安置或撤离当地。@沸点拍客当日探访了冲突地区基辅、顿巴斯等地。接下来将为你带来7X24小时俄乌现场直播。#关注俄乌局势最新进展##微博直播台#​展开c,宜川检察,1分钟前 来自iPhone客户端,https://weibo.com/5132290891?refer_flag=1001030103_
【我是小妖怪普京万字讲话全文库里18分开创全面推进乡村振兴新局面躬身稼穑去孙颖颖俄乌双方正在激战 乌克兰蛇岛军人集体陈亡中国国旗在基辅脱销乌总统称西方完全放弃了乌克兰老头环关注俄乌局势最新进展苏绣】会粹苏绣您家谱：是“深浅远近”独门绝技的艺术品，是让孙子的孙子知道你！,苏绣专利工厂,1分钟前 来自华为畅享Z5G,https://weibo.com/6542540136?refer_flag=1001030103_
//@安康政法:【现场图：#基辅一建筑因飞机坠毁受损#】,安康检察,2分钟前 来自荣耀30Pro+5G,https://weibo.com/5146889100?refer_flag=1001030103_
信息时代啊，时间点都这么准！//@香港商報網:当地时间25日8时20分许，俄罗斯的一支战斗机群接近乌克兰首都基辅，将于10至15分钟到达基辅上空。,冰封号角,2分钟前 来自iQOONeo5S双芯旗舰,https://weibo.com/6089787981?refer_flag=1001030103_
【#乌方称俄军距基辅市约35公里#】,夏都西宁,2分钟前 来自微博weibo.com,https://weibo.com/3881282682?refer_flag=1001030103_
//@Ella17Ella:快看快看//@兰兰散散又是我:相信媒体的话基辅现在已经挂🦢国旗，非🦢族人早都排队进毒气室了另外我说普蒂带领的🦢是白🎩，没说🦢自古是好人。有些人搬出清朝历史说🦢是坏蛋，但没人觉得因为英法联军八国联军侵华所以欧美是坏逼,天山天山鸿,2分钟前 来自iPhone客户端,https://weibo.com/6085869197?refer_flag=1001030103_
【#俄战斗机群接近基辅#】,夏都西宁,2分钟前 来自微博weibo.com,https://weibo.com/3881282682?refer_flag=1001030103_
#乌克兰战火##俄乌动态速览#【一图梳理#俄乌冲突时间线#】当地时间25日8时20分许，俄罗斯战斗机群接近乌克兰首都基辅。基辅市防空警报再次拉响，市政府敦促所有市民前往避难所。北京时间2月22日以来，俄乌局势重要节点一图梳理↓↓#俄乌局势最新进展#@央视新闻​​​​,郑州交通广播,2分钟前 来自微博weibo.com,https://weibo.com/1750355192?refer_flag=1001030103_
基辅高速出口​,YanMamba,2分钟前,https://weibo.com/7651205457?refer_flag=1001030103_
【现场视频：#基辅居民躲进地铁站#】由于害怕受战火波及，在乌克兰基辅，越来越多的居民躲进了地铁站里。有人拖家带口，有人带着宠物，还有人带着食物、睡袋等，在狭窄的空间里，许多人只能席地而坐。有居民表示：“这里是基辅唯一能藏身的地方，其他地方都太吓人了。”#俄乌局势最新进展#​展开c,夏都西宁,2分钟前 来自微博视频号,https://weibo.com/3881282682?refer_flag=1001030103_
【#乌克兰军方在基辅政府驻地设置路障#】#乌克兰总统呼吁民众待在家中#乌克兰首都基辅市24日上午拉响了防空警报。乌克兰总统泽连斯基发布视频称，乌克兰全境已进入战时状态。据路透社报道，随着俄罗斯军队临近基辅，这座拥有300万人口的城市整个上午都弥漫着枪声和爆炸声。另据法新社消息，乌克兰方面​展开c,章贡发布,2分钟前 来自微博视频号,https://weibo.com/3880516376?refer_flag=1001030103_
俄战斗机群接近乌首都基辅@新浪新闻O俄战斗机群接近乌首都基辅​,黄晓龙Ly,2分钟前 来自iPhone客户端,https://weibo.com/1794052031?refer_flag=1001030103_
【#在乌华人说中国国旗在基辅脱销#】,含山正道,2分钟前 来自新版微博weibo.com,https://weibo.com/5445487701?refer_flag=1001030103_
#俄战斗机群接近基辅#战斗机群，这可比较害怕！​,孔童财投,2分钟前 来自世界和平Android,https://weibo.com/3877388590?refer_flag=1001030103_
#乌方称俄军距基辅市约35公里#速度真的不行，要是我去指挥，估计都已经推到英吉利海峡那去了2长沙​,文本书籍爱好者,2分钟前 来自小米10Pro,https://weibo.com/2668678461?refer_flag=1001030103_
【#一图梳理俄乌冲突时间线#】当地时间25日8时20分许，俄罗斯战斗机群接近乌克兰首都基辅。基辅市防空警报再次拉响，市政府敦促所有市民前往避难所。北京时间2月22日以来，俄乌局势重要节点一图梳理↓↓（央视新闻）#一文看乌克兰昨夜今晨发生了什么#​​​,铜陵反邪教,2分钟前 来自iQOOPro5G性能旗舰,https://weibo.com/3558497775?refer_flag=1001030103_
乌克兰很有意思，一直在宣称打胜了，又打胜了。可是打胜了的地点，离首都基辅越来越近了。另外还自己打掉了自己的一架苏-27。#乌克兰局势##乌克兰##白宫称美国任何情况下都不会向乌克兰派兵##乌克兰总统宣布与俄罗斯断交##乌克兰国民卫队司令部被摧毁##俄罗斯乌克兰##俄乌战争速报#​,笑看红绿,2分钟前 来自思考一切的HarmonyOS设备,https://weibo.com/1334095513?refer_flag=1001030103_
#新华社记者夜行550公里奔赴基辅#注意安全，注意安全，注意安全！​,成儿chengr,2分钟前 来自HUAWEInova3,https://weibo.com/2000976673?refer_flag=1001030103_
【#在乌华人说中国国旗在基辅脱销#】24日起，乌克兰局势急剧恶化，中国驻乌大使馆提醒：在乌中国公民可在车身明显处贴中国国旗。在乌华人孙先生说，中国国旗在基辅已经脱销了。在大使馆的凝聚下，华人同胞们团结一心，相互照顾，储备的国旗也会拿出来分享。#愿在乌中国公民平安#,铜陵反邪教,2分钟前 来自iQOOPro5G性能旗舰,https://weibo.com/3558497775?refer_flag=1001030103_
#俄乌双方正在激战#有人说乌克兰可以打游击战，额，游击战是有条件的，稳定的后方、坚强的个人意志、广大的群众基础、还要对手投送能力有限，乌克兰能占几条？再说了，乌克兰可是大平原，顶着卫星和无人机跟装甲师打游击？乌克兰唯一的办法就是部队躲到城市里打巷战，让俄罗斯投鼠忌器，他们现在​展开c,海牛蕾姆,2分钟前,https://weibo.com/7206470610?refer_flag=1001030103_
【#驻乌大使馆提醒不要穿迷彩服外出#】#在乌中国公民不要穿迷彩服外出#关于请在乌中国公民不断完善安全防范措施的通知：目前，乌克兰安全形势还在迅速变化和急剧恶化之中，各方面安全风险上升。基辅等多个城市已宣布实施宵禁，空中和地面战斗仍在持续。民之安危，从来都是党和政府关心的头等大事​展开c,合肥交通广播,2分钟前,https://weibo.com/1750353804?refer_flag=1001030103_
#乌军在基辅州戈斯托梅利附近炸毁一队俄装甲车#当地时间2月25日，乌克兰军方在基辅州戈斯托梅利附近炸毁一队俄罗斯装甲车。…愤怒的氛围在快速集聚，对双方来说：这都是不好的兆头。,笑着寻梦,3分钟前,https://weibo.com/1271123522?refer_flag=1001030103_
#在乌中国公民约有6000人#乌克兰局势急剧恶化，当地华人：不时听到炮声，公司停业饭店关门，大瓶桶装水被抢光。（中新网）#在乌华人拿口红画五星红旗##中国国旗在基辅脱销#​,山西青年报,3分钟前 来自HUAWEIMate10,https://weibo.com/1789594967?refer_flag=1001030103_
#俄乌局势动态#【#躲在乌防空洞里的中国留学生现场实拍#：外面在交火，我们疲惫，紧张】2月24日，俄罗斯对乌克兰东部发起“特别军事行动”后，基辅等十余个乌克兰城市受到空袭和导弹袭击，其中包括乌克兰东北部重要城市苏梅市，乌军与俄军在该市激烈交火。在苏梅市读研的留学生小黄（化名）说，“因为​展开c,中国日报,3分钟前 来自微博视频号,https://weibo.com/1663072851?refer_flag=1001030103_
#白乌边境乌克兰一侧已无人把守#【#新华社记者夜行550公里奔赴基辅#】没飞机、没长途大巴，在亚欧地区常驻多年、有过两次入乌报道经历的资深记者鲁金博一路驾车闯关，克服了炸桥封路、荷枪逼停等重重困难，深夜抵达乌克兰首都基辅。请看他发回的一线报道——根据新华社统一部署，我作为第一路增援记​展开c,半岛都市报,3分钟前 来自微博视频号,https://weibo.com/1668589317?refer_flag=1001030103_
#俄乌双方激战#【#俄军坦克到达基辅周边#】当地时间25日6时左右，据中央广播电视总台记者消息，乌克兰首都基辅又发生连续爆炸。俄军坦克已抵达基辅周边，乌军炸毁基辅附近一座桥梁。目前，俄乌双方正在激战。乌克兰国防部副部长汉娜·马里亚尔表示，基辅正在遭受导弹袭击。#关注俄乌局势最新进展#​展开c,福建海博TV,3分钟前 来自HUAWEIP40Pro5G,https://weibo.com/2815224714?refer_flag=1001030103_
#新华社记者夜行550公里奔赴基辅#我们的记者也要注意安全​,柠柠柠檬檬檬,3分钟前 来自Note94G,https://weibo.com/6503819759?refer_flag=1001030103_
俄就与乌谈判提条件双方军队在基辅州战斗激烈O俄就与乌谈判提条件双方军队在基辅州战斗激烈​,zwz24826,3分钟前 来自iPhone客户端,https://weibo.com/5506825841?refer_flag=1001030103_
#在乌中国公民约有6000人#【乌克兰局势急剧恶化，当地华人：不时听到炮声，公司停业饭店关门，大瓶桶装水被抢光】当前，乌克兰局势急剧恶化，北京时间2月25日凌晨，中国驻乌克兰大使馆发布紧急通知称，我在乌公民和中资企业处于较高安全风险。为准备分批包机接返有关事宜，现开始人员登记。搭乘包机根​展开c,成都商报,3分钟前 来自微博weibo.com,https://weibo.com/1700648435?refer_flag=1001030103_
【总台记者直击丨基辅今日多次传出巨大爆炸声】据正在乌克兰首都基辅的总台记者王晋燕报道，今天（25日）基辅市区多次传出巨大爆炸声，乌克兰军方称爆炸是战术导弹袭击。总台记者王晋燕：凌晨5时左右，基辅再次传来巨大爆炸声。据乌媒体消息，巨响可能是飞机坠毁声，接下来电力通信可能成为袭击目标​展开c,从宇宙黑洞飞出火凤凰,3分钟前 来自微博视频号,https://weibo.com/5586933121?refer_flag=1001030103_
【俄罗斯战斗机群到达首都基辅上空】当地时间25日8时20分许，俄罗斯的一支战斗机群接近乌克兰首都基辅，将于10至15分钟到达基辅上空。基辅市政府敦促所有市民前往避难所。据美国有线电视新闻网（CNN）25日消息，乌克兰内政部副部长叶甫根尼·叶宁承认，乌克兰一架苏-27战斗机于周五凌晨在首都基辅上​展开c,区块链Mr-言,3分钟前 来自区块链超话,https://weibo.com/6990649105?refer_flag=1001030103_
【#中国国旗在基辅脱销#】2月24日起，乌克兰局势急剧恶化，中国驻乌大使馆提醒：在乌中国公民可在车身明显处贴国旗。在乌华人孙先生说，“中国国旗在基辅已经脱销了。在大使馆的凝聚下，华人同胞们此时团结一心，相互照顾，储备的国旗也会拿出来分享。”速进直播→O网页链接关注俄乌局势​展开c,北极量子星,3分钟前 来自微博视频号,https://weibo.com/5907363742?refer_flag=1001030103_
【#一图梳理俄乌冲突时间线#】当地时间25日8时20分许，俄罗斯战斗机群接近乌克兰首都基辅。基辅市防空警报再次拉响，市政府敦促所有市民前往避难所。北京时间2月22日以来，俄乌局势重要节点一图梳理↓↓（央视新闻）#一文看乌克兰昨夜今晨发生了什么#​​​,重庆反邪教,3分钟前 来自新版微博weibo.com,https://weibo.com/5898618477?refer_flag=1001030103_
